county,tract,bg,zcta5,cntyname,zipname,pop10,afact
6059,869.02,2,92804,Orange CA,"Anaheim, CA",1550,1
6059,869.02,3,92804,Orange CA,"Anaheim, CA",2759,1
6059,869.03,1,92801,Orange CA,"Anaheim, CA",1358,0.574
6059,869.03,1,92804,Orange CA,"Anaheim, CA",1009,0.426
6059,869.03,2,92804,Orange CA,"Anaheim, CA",1574,1
6059,869.03,3,92804,Orange CA,"Anaheim, CA",1258,1
6059,869.03,4,92804,Orange CA,"Anaheim, CA",1662,1
6059,870.01,1,92801,Orange CA,"Anaheim, CA",1009,1
6059,870.01,2,92801,Orange CA,"Anaheim, CA",634,0.251
6059,870.01,2,92804,Orange CA,"Anaheim, CA",1888,0.749
6059,870.01,3,92804,Orange CA,"Anaheim, CA",2006,1
6059,870.02,1,92804,Orange CA,"Anaheim, CA",987,1
6059,870.02,2,92804,Orange CA,"Anaheim, CA",1546,1
6059,870.02,3,92804,Orange CA,"Anaheim, CA",1962,1
6059,870.02,4,92804,Orange CA,"Anaheim, CA",2427,1
6059,871.01,1,92801,Orange CA,"Anaheim, CA",287,0.226
6059,871.01,1,92804,Orange CA,"Anaheim, CA",984,0.774
6059,871.01,2,92801,Orange CA,"Anaheim, CA",906,0.399
6059,871.01,2,92804,Orange CA,"Anaheim, CA",1363,0.601
6059,871.01,3,92801,Orange CA,"Anaheim, CA",1095,1
6059,871.02,1,92801,Orange CA,"Anaheim, CA",1473,1
6059,871.02,2,92801,Orange CA,"Anaheim, CA",3065,1
6059,871.02,3,92801,Orange CA,"Anaheim, CA",1278,1
6059,871.03,1,92804,Orange CA,"Anaheim, CA",2083,1
6059,871.03,2,92801,Orange CA,"Anaheim, CA",661,0.256
6059,871.03,2,92804,Orange CA,"Anaheim, CA",1926,0.744
6059,871.03,3,92802,Orange CA,"Anaheim, CA",1,0.001
6059,871.03,3,92804,Orange CA,"Anaheim, CA",1824,0.999
6059,871.03,4,92804,Orange CA,"Anaheim, CA",1975,1
6059,871.05,1,92802,Orange CA,"Anaheim, CA",1681,1
6059,871.05,2,92802,Orange CA,"Anaheim, CA",2954,1
6059,871.06,1,92802,Orange CA,"Anaheim, CA",2892,1
6059,871.06,2,92802,Orange CA,"Anaheim, CA",2205,1
6059,872,1,92801,Orange CA,"Anaheim, CA",2587,1
6059,872,2,92805,Orange CA,"Anaheim, CA",2344,1
6059,872,3,92805,Orange CA,"Anaheim, CA",1202,1
6059,872,4,92805,Orange CA,"Anaheim, CA",1510,1
6059,873,1,92805,Orange CA,"Anaheim, CA",1840,1
6059,873,2,92805,Orange CA,"Anaheim, CA",3746,1
6059,873,3,92805,Orange CA,"Anaheim, CA",1803,1
6059,873,4,92805,Orange CA,"Anaheim, CA",1486,1
6059,873,5,92805,Orange CA,"Anaheim, CA",1538,1
6059,874.01,1,92805,Orange CA,"Anaheim, CA",1836,1
6059,874.01,2,92805,Orange CA,"Anaheim, CA",2118,1
6059,874.03,1,92805,Orange CA,"Anaheim, CA",1472,1
6059,874.03,2,92805,Orange CA,"Anaheim, CA",1714,1
6059,874.04,1,92805,Orange CA,"Anaheim, CA",2568,1
6059,874.04,2,92805,Orange CA,"Anaheim, CA",1023,1
6059,874.05,1,92805,Orange CA,"Anaheim, CA",1488,1
6059,874.05,2,92805,Orange CA,"Anaheim, CA",1236,1
6059,874.05,3,92805,Orange CA,"Anaheim, CA",3188,1
6059,875.03,1,92802,Orange CA,"Anaheim, CA",1616,1
6059,875.03,2,92802,Orange CA,"Anaheim, CA",2071,0.811
6059,875.03,2,92840,Orange CA,"Garden Grove, CA",482,0.189
6059,875.03,3,92802,Orange CA,"Anaheim, CA",709,1
6059,875.03,4,92802,Orange CA,"Anaheim, CA",1930,1
6059,875.04,1,92802,Orange CA,"Anaheim, CA",1044,1
6059,875.04,2,92802,Orange CA,"Anaheim, CA",2893,1
6059,875.04,3,92802,Orange CA,"Anaheim, CA",1688,1
6059,875.04,4,92802,Orange CA,"Anaheim, CA",1516,1
6059,875.05,1,92802,Orange CA,"Anaheim, CA",1887,1
6059,875.05,2,92802,Orange CA,"Anaheim, CA",1549,1
6059,875.05,3,92802,Orange CA,"Anaheim, CA",1786,1
6059,876.01,1,92802,Orange CA,"Anaheim, CA",1383,1
6059,876.01,2,92804,Orange CA,"Anaheim, CA",1283,1
6059,876.01,3,92802,Orange CA,"Anaheim, CA",2142,1
6059,876.02,1,92802,Orange CA,"Anaheim, CA",1171,1
6059,876.02,2,92802,Orange CA,"Anaheim, CA",1606,0.843
6059,876.02,2,92840,Orange CA,"Garden Grove, CA",298,0.157
6059,876.02,3,92804,Orange CA,"Anaheim, CA",2410,1
6059,876.02,4,92802,Orange CA,"Anaheim, CA",1267,1
6059,876.02,5,92804,Orange CA,"Anaheim, CA",970,1
6059,877.01,1,92804,Orange CA,"Anaheim, CA",1326,1
6059,877.01,2,92804,Orange CA,"Anaheim, CA",2116,1
6059,877.01,3,92804,Orange CA,"Anaheim, CA",1130,1
6059,877.01,4,92804,Orange CA,"Anaheim, CA",751,1
6059,877.03,1,92804,Orange CA,"Anaheim, CA",1941,1
6059,877.03,2,92804,Orange CA,"Anaheim, CA",1753,1
6059,877.03,3,92804,Orange CA,"Anaheim, CA",1138,1
6059,877.03,4,92804,Orange CA,"Anaheim, CA",1414,1
6059,877.04,1,92804,Orange CA,"Anaheim, CA",1286,1
6059,877.04,2,92804,Orange CA,"Anaheim, CA",1076,1
6059,877.04,3,92804,Orange CA,"Anaheim, CA",1192,1
6059,877.04,4,92804,Orange CA,"Anaheim, CA",1507,1
6059,878.01,1,90680,Orange CA,"Stanton, CA",798,0.374
6059,878.01,1,92804,Orange CA,"Anaheim, CA",1337,0.626
6059,878.01,2,90680,Orange CA,"Stanton, CA",2286,1
6059,878.01,3,90680,Orange CA,"Stanton, CA",916,1
6059,878.02,1,90680,Orange CA,"Stanton, CA",649,0.305
6059,878.02,1,92804,Orange CA,"Anaheim, CA",1482,0.695
6059,878.02,2,90680,Orange CA,"Stanton, CA",2304,1
6059,878.02,3,90680,Orange CA,"Stanton, CA",2711,1
6059,878.03,1,90680,Orange CA,"Stanton, CA",2487,0.639
6059,878.03,1,92804,Orange CA,"Anaheim, CA",1407,0.361
6059,878.03,2,90680,Orange CA,"Stanton, CA",1764,1
6059,878.05,1,90680,Orange CA,"Stanton, CA",1274,0.342
6059,878.05,1,92804,Orange CA,"Anaheim, CA",2448,0.658
6059,878.05,2,92804,Orange CA,"Anaheim, CA",1613,1
6059,878.05,3,90680,Orange CA,"Stanton, CA",890,0.55
6059,878.05,3,92804,Orange CA,"Anaheim, CA",727,0.45
6059,878.06,1,92804,Orange CA,"Anaheim, CA",1847,1
6059,878.06,2,92804,Orange CA,"Anaheim, CA",1487,1
6059,878.06,3,92804,Orange CA,"Anaheim, CA",2368,1
6059,879.01,1,90680,Orange CA,"Stanton, CA",1515,1
6059,879.01,2,90680,Orange CA,"Stanton, CA",2123,1
6059,879.02,1,92804,Orange CA,"Anaheim, CA",1589,0.934
6059,879.02,1,92841,Orange CA,"Garden Grove, CA",112,0.066
6059,879.02,2,90680,Orange CA,"Stanton, CA",1342,0.683
6059,879.02,2,92804,Orange CA,"Anaheim, CA",624,0.317
6059,879.02,3,90680,Orange CA,"Stanton, CA",2372,1
6059,880.01,1,92804,Orange CA,"Anaheim, CA",47,0.035
6059,880.01,1,92841,Orange CA,"Garden Grove, CA",1310,0.965
6059,880.01,2,92841,Orange CA,"Garden Grove, CA",1687,1
6059,880.01,3,92841,Orange CA,"Garden Grove, CA",1960,1
6059,880.02,1,92804,Orange CA,"Anaheim, CA",166,0.088
6059,880.02,1,92841,Orange CA,"Garden Grove, CA",1726,0.912
6059,880.02,2,92841,Orange CA,"Garden Grove, CA",2044,1
6059,881.01,1,90680,Orange CA,"Stanton, CA",2070,0.996
6059,881.01,1,92841,Orange CA,"Garden Grove, CA",8,0.004
6059,881.04,1,90680,Orange CA,"Stanton, CA",2034,0.798
6059,881.04,1,92841,Orange CA,"Garden Grove, CA",515,0.202
6059,881.04,2,90680,Orange CA,"Stanton, CA",942,0.422
6059,881.04,2,92841,Orange CA,"Garden Grove, CA",1289,0.578
6059,881.05,1,90680,Orange CA,"Stanton, CA",73,0.029
6059,881.05,1,92841,Orange CA,"Garden Grove, CA",2471,0.971
6059,881.05,2,92841,Orange CA,"Garden Grove, CA",1589,1
6059,881.06,1,90680,Orange CA,"Stanton, CA",1068,0.564
6059,881.06,1,92841,Orange CA,"Garden Grove, CA",825,0.436
6059,881.06,2,92841,Orange CA,"Garden Grove, CA",2745,1
6059,881.07,1,92841,Orange CA,"Garden Grove, CA",2360,1
6059,881.07,2,92841,Orange CA,"Garden Grove, CA",3506,1
6059,882.01,1,92804,Orange CA,"Anaheim, CA",46,0.033
6059,882.01,1,92841,Orange CA,"Garden Grove, CA",1329,0.967
6059,882.01,2,92840,Orange CA,"Garden Grove, CA",102,0.07
6059,882.01,2,92841,Orange CA,"Garden Grove, CA",1364,0.93
6059,882.01,3,92804,Orange CA,"Anaheim, CA",92,0.078
6059,882.01,3,92840,Orange CA,"Garden Grove, CA",21,0.018
6059,882.01,3,92841,Orange CA,"Garden Grove, CA",1068,0.904
6059,882.02,1,92840,Orange CA,"Garden Grove, CA",1330,1
6059,882.02,2,92840,Orange CA,"Garden Grove, CA",1675,1
6059,882.03,1,92840,Orange CA,"Garden Grove, CA",2539,1
6059,882.03,2,92841,Orange CA,"Garden Grove, CA",2280,1
6059,883.01,1,92840,Orange CA,"Garden Grove, CA",2235,1
6059,883.01,2,92840,Orange CA,"Garden Grove, CA",2883,1
6059,883.01,3,92840,Orange CA,"Garden Grove, CA",1312,1
6059,883.02,1,92802,Orange CA,"Anaheim, CA",1238,0.489
6059,883.02,1,92840,Orange CA,"Garden Grove, CA",1294,0.511
6059,883.02,2,92840,Orange CA,"Garden Grove, CA",1740,1
6059,883.02,3,92840,Orange CA,"Garden Grove, CA",1757,1
6059,884.01,1,92840,Orange CA,"Garden Grove, CA",1579,1
6059,884.01,2,92840,Orange CA,"Garden Grove, CA",2514,1
6059,884.01,3,92840,Orange CA,"Garden Grove, CA",1224,1
6059,884.02,1,92802,Orange CA,"Anaheim, CA",1008,0.391
6059,884.02,1,92840,Orange CA,"Garden Grove, CA",1571,0.609
6059,884.02,2,92840,Orange CA,"Garden Grove, CA",2275,1
6059,884.03,1,92802,Orange CA,"Anaheim, CA",3414,0.876
6059,884.03,1,92840,Orange CA,"Garden Grove, CA",484,0.124
6059,884.03,2,92840,Orange CA,"Garden Grove, CA",2998,1
6059,885.01,1,92840,Orange CA,"Garden Grove, CA",3145,0.989
6059,885.01,1,92843,Orange CA,"Garden Grove, CA",34,0.011
6059,885.01,2,92843,Orange CA,"Garden Grove, CA",1898,1
6059,885.01,3,92843,Orange CA,"Garden Grove, CA",1708,1
6059,885.02,1,92840,Orange CA,"Garden Grove, CA",2442,0.856
6059,885.02,1,92843,Orange CA,"Garden Grove, CA",411,0.144
6059,885.02,2,92840,Orange CA,"Garden Grove, CA",1349,0.996
6059,885.02,2,92843,Orange CA,"Garden Grove, CA",6,0.004
6059,885.02,3,92840,Orange CA,"Garden Grove, CA",1041,1
6059,886.01,1,92840,Orange CA,"Garden Grove, CA",980,1
6059,886.01,2,92840,Orange CA,"Garden Grove, CA",1688,1
6059,886.01,3,92843,Orange CA,"Garden Grove, CA",2436,1
6059,886.01,4,92843,Orange CA,"Garden Grove, CA",1201,1
6059,886.02,1,92840,Orange CA,"Garden Grove, CA",2131,1
6059,886.02,2,92843,Orange CA,"Garden Grove, CA",2302,1
6059,887.01,1,92840,Orange CA,"Garden Grove, CA",1253,1
6059,887.01,2,92841,Orange CA,"Garden Grove, CA",1821,1
6059,887.01,3,92840,Orange CA,"Garden Grove, CA",2157,1
6059,887.01,4,92841,Orange CA,"Garden Grove, CA",836,1
6059,887.02,1,92844,Orange CA,"Garden Grove, CA",3457,1
6059,887.02,2,92843,Orange CA,"Garden Grove, CA",2650,1
6059,888.01,1,92844,Orange CA,"Garden Grove, CA",1592,1
6059,888.01,2,92844,Orange CA,"Garden Grove, CA",919,1
6059,888.01,3,92844,Orange CA,"Garden Grove, CA",1745,1
6059,888.01,4,92844,Orange CA,"Garden Grove, CA",2498,1
6059,888.01,5,92844,Orange CA,"Garden Grove, CA",1589,1
6059,888.02,1,92844,Orange CA,"Garden Grove, CA",1699,1
6059,888.02,2,92844,Orange CA,"Garden Grove, CA",1418,1
6059,888.02,3,92844,Orange CA,"Garden Grove, CA",1372,1
6059,888.02,4,92844,Orange CA,"Garden Grove, CA",1062,1
6059,889.01,1,92844,Orange CA,"Garden Grove, CA",1368,1
6059,889.01,2,92844,Orange CA,"Garden Grove, CA",1400,1
6059,889.01,3,92844,Orange CA,"Garden Grove, CA",2065,1
6059,889.01,4,92683,Orange CA,"Westminster, CA",402,0.212
6059,889.01,4,92844,Orange CA,"Garden Grove, CA",1490,0.788
6059,889.02,1,92843,Orange CA,"Garden Grove, CA",1634,1
6059,889.02,2,92843,Orange CA,"Garden Grove, CA",2094,1
6059,889.02,3,92843,Orange CA,"Garden Grove, CA",1415,1
6059,889.03,1,92843,Orange CA,"Garden Grove, CA",2361,1
6059,889.03,2,92843,Orange CA,"Garden Grove, CA",2877,1
6059,889.03,3,92703,Orange CA,"Santa Ana, CA",2018,0.603
6059,889.03,3,92843,Orange CA,"Garden Grove, CA",1329,0.397
6059,889.04,1,92683,Orange CA,"Westminster, CA",990,0.898
6059,889.04,1,92844,Orange CA,"Garden Grove, CA",112,0.102
6059,889.04,2,92683,Orange CA,"Westminster, CA",1404,0.729
6059,889.04,2,92844,Orange CA,"Garden Grove, CA",521,0.271
6059,889.04,3,92683,Orange CA,"Westminster, CA",1248,1
6059,889.04,4,92683,Orange CA,"Westminster, CA",1491,1
6059,889.05,1,92683,Orange CA,"Westminster, CA",1268,1
6059,889.05,2,92683,Orange CA,"Westminster, CA",2681,1
6059,889.05,3,92683,Orange CA,"Westminster, CA",1333,1
6059,890.01,1,92703,Orange CA,"Santa Ana, CA",1438,0.997
6059,890.01,1,92843,Orange CA,"Garden Grove, CA",4,0.003
6059,890.01,2,92703,Orange CA,"Santa Ana, CA",2229,1
6059,890.01,3,92703,Orange CA,"Santa Ana, CA",1635,1
6059,890.01,4,92703,Orange CA,"Santa Ana, CA",1848,1
6059,890.03,1,92843,Orange CA,"Garden Grove, CA",1693,1
6059,890.03,2,92843,Orange CA,"Garden Grove, CA",2319,1
6059,890.04,1,92703,Orange CA,"Santa Ana, CA",1842,1
6059,890.04,2,92703,Orange CA,"Santa Ana, CA",3056,1
6059,890.04,3,92703,Orange CA,"Santa Ana, CA",2113,1
6059,891.02,1,92706,Orange CA,"Santa Ana, CA",1003,0.29
6059,891.02,1,92843,Orange CA,"Garden Grove, CA",2453,0.71
6059,891.02,2,92706,Orange CA,"Santa Ana, CA",1694,1
6059,891.02,3,92703,Orange CA,"Santa Ana, CA",382,0.185
6059,891.02,3,92843,Orange CA,"Garden Grove, CA",1685,0.815
6059,891.04,1,92703,Orange CA,"Santa Ana, CA",994,1
6059,891.04,2,92843,Orange CA,"Garden Grove, CA",3110,1
6059,891.04,3,92706,Orange CA,"Santa Ana, CA",1272,1
6059,891.05,1,92703,Orange CA,"Santa Ana, CA",1439,1
6059,891.05,2,92703,Orange CA,"Santa Ana, CA",2412,1
6059,891.05,3,92703,Orange CA,"Santa Ana, CA",2536,1
6059,891.06,1,92843,Orange CA,"Garden Grove, CA",2510,1
6059,891.06,2,92843,Orange CA,"Garden Grove, CA",1463,1
6059,891.07,1,92706,Orange CA,"Santa Ana, CA",2307,0.661
6059,891.07,1,92843,Orange CA,"Garden Grove, CA",1183,0.339
6059,891.07,2,92843,Orange CA,"Garden Grove, CA",2454,1
6059,992.02,1,92704,Orange CA,"Santa Ana, CA",1849,0.75
6059,992.02,1,92708,Orange CA,"Fountain Valley, CA",617,0.25
6059,992.02,2,92704,Orange CA,"Santa Ana, CA",3761,1
6059,992.02,3,92704,Orange CA,"Santa Ana, CA",1900,0.906
6059,992.02,3,92708,Orange CA,"Fountain Valley, CA",196,0.094
6059,992.03,1,92683,Orange CA,"Westminster, CA",166,0.055
6059,992.03,1,92703,Orange CA,"Santa Ana, CA",363,0.12
6059,992.03,1,92704,Orange CA,"Santa Ana, CA",1333,0.442
6059,992.03,1,92843,Orange CA,"Garden Grove, CA",1152,0.382
6059,992.03,2,92704,Orange CA,"Santa Ana, CA",1321,0.438
6059,992.03,2,92708,Orange CA,"Fountain Valley, CA",862,0.286
6059,992.03,2,92843,Orange CA,"Garden Grove, CA",832,0.276
6059,992.04,1,92683,Orange CA,"Westminster, CA",1287,1
6059,992.04,2,92683,Orange CA,"Westminster, CA",1054,1
6059,992.04,3,92683,Orange CA,"Westminster, CA",1796,0.752
6059,992.04,3,92708,Orange CA,"Fountain Valley, CA",592,0.248
6059,992.12,1,92647,Orange CA,"Huntington Beach, CA",1440,1
6059,992.12,2,92647,Orange CA,"Huntington Beach, CA",1104,1
6059,992.12,3,92647,Orange CA,"Huntington Beach, CA",1301,1
6059,992.12,4,92647,Orange CA,"Huntington Beach, CA",1069,1
6059,992.14,1,92646,Orange CA,"Huntington Beach, CA",889,1
6059,992.14,2,92646,Orange CA,"Huntington Beach, CA",904,1
6059,992.14,3,92646,Orange CA,"Huntington Beach, CA",888,1
6059,992.14,4,92646,Orange CA,"Huntington Beach, CA",817,1
6059,992.15,1,92646,Orange CA,"Huntington Beach, CA",2439,1
6059,992.15,2,92646,Orange CA,"Huntington Beach, CA",1727,1
6059,992.15,3,92646,Orange CA,"Huntington Beach, CA",1037,1
6059,992.16,1,92646,Orange CA,"Huntington Beach, CA",833,1
6059,992.16,2,92646,Orange CA,"Huntington Beach, CA",1544,1
6059,992.16,3,92646,Orange CA,"Huntington Beach, CA",864,1
6059,992.16,4,92646,Orange CA,"Huntington Beach, CA",759,1
6059,992.17,1,92646,Orange CA,"Huntington Beach, CA",1090,1
6059,992.17,2,92646,Orange CA,"Huntington Beach, CA",1264,1
6059,992.2,1,92646,Orange CA,"Huntington Beach, CA",805,0.585
6059,992.2,1,92648,Orange CA,"Huntington Beach, CA",572,0.415
6059,992.2,2,92646,Orange CA,"Huntington Beach, CA",1250,1
6059,992.2,3,92646,Orange CA,"Huntington Beach, CA",1416,1
6059,992.2,4,92646,Orange CA,"Huntington Beach, CA",1072,1
6059,992.22,1,92683,Orange CA,"Westminster, CA",1125,1
6059,992.22,2,92683,Orange CA,"Westminster, CA",1311,1
6059,992.22,3,92683,Orange CA,"Westminster, CA",1271,1
6059,992.22,4,92683,Orange CA,"Westminster, CA",1026,1
6059,992.23,1,92683,Orange CA,"Westminster, CA",2203,1
6059,992.23,2,92683,Orange CA,"Westminster, CA",1386,1
6059,992.23,3,92683,Orange CA,"Westminster, CA",910,0.601
6059,992.23,3,92708,Orange CA,"Fountain Valley, CA",603,0.399
6059,992.24,1,92708,Orange CA,"Fountain Valley, CA",1921,1
6059,992.24,2,92708,Orange CA,"Fountain Valley, CA",1600,1
6059,992.25,1,92708,Orange CA,"Fountain Valley, CA",1583,1
6059,992.25,2,92708,Orange CA,"Fountain Valley, CA",1765,1
6059,992.26,1,92708,Orange CA,"Fountain Valley, CA",1928,1
6059,992.26,2,92708,Orange CA,"Fountain Valley, CA",1961,1
6059,992.27,1,92708,Orange CA,"Fountain Valley, CA",887,1
6059,992.27,2,92704,Orange CA,"Santa Ana, CA",194,0.161
6059,992.27,2,92708,Orange CA,"Fountain Valley, CA",1014,0.839
6059,992.27,3,92708,Orange CA,"Fountain Valley, CA",1631,1
6059,992.27,4,92708,Orange CA,"Fountain Valley, CA",2196,1
6059,992.29,1,92708,Orange CA,"Fountain Valley, CA",1751,1
6059,992.29,2,92708,Orange CA,"Fountain Valley, CA",2151,1
6059,992.29,3,92708,Orange CA,"Fountain Valley, CA",2410,1
6059,992.3,1,92708,Orange CA,"Fountain Valley, CA",1843,1
6059,992.3,2,92708,Orange CA,"Fountain Valley, CA",2515,1
6059,992.31,1,92708,Orange CA,"Fountain Valley, CA",1853,1
6059,992.31,2,92708,Orange CA,"Fountain Valley, CA",1748,1
6059,992.31,3,92708,Orange CA,"Fountain Valley, CA",1887,1
6059,992.32,1,92708,Orange CA,"Fountain Valley, CA",1723,1
6059,992.32,2,92708,Orange CA,"Fountain Valley, CA",1112,1
6059,992.32,3,92708,Orange CA,"Fountain Valley, CA",1439,1
6059,992.32,4,92708,Orange CA,"Fountain Valley, CA",1051,1
6059,992.33,1,92708,Orange CA,"Fountain Valley, CA",1814,1
6059,992.33,2,92708,Orange CA,"Fountain Valley, CA",1605,1
6059,992.34,1,92708,Orange CA,"Fountain Valley, CA",1393,1
6059,992.34,2,92708,Orange CA,"Fountain Valley, CA",2073,1
6059,992.35,1,92646,Orange CA,"Huntington Beach, CA",1043,1
6059,992.35,2,92646,Orange CA,"Huntington Beach, CA",830,1
6059,992.35,3,92646,Orange CA,"Huntington Beach, CA",1906,1
6059,992.35,4,92646,Orange CA,"Huntington Beach, CA",840,1
6059,992.37,1,92646,Orange CA,"Huntington Beach, CA",1765,1
6059,992.37,2,92646,Orange CA,"Huntington Beach, CA",1818,1
6059,992.38,1,92646,Orange CA,"Huntington Beach, CA",1891,1
6059,992.38,2,92646,Orange CA,"Huntington Beach, CA",2140,1
6059,992.39,1,92646,Orange CA,"Huntington Beach, CA",816,1
6059,992.39,2,92646,Orange CA,"Huntington Beach, CA",1142,1
6059,992.39,3,92646,Orange CA,"Huntington Beach, CA",984,1
6059,992.39,4,92646,Orange CA,"Huntington Beach, CA",982,1
6059,992.4,1,92646,Orange CA,"Huntington Beach, CA",842,1
6059,992.4,2,92646,Orange CA,"Huntington Beach, CA",1880,1
6059,992.4,3,92646,Orange CA,"Huntington Beach, CA",822,1
6059,992.4,4,92646,Orange CA,"Huntington Beach, CA",1639,1
6059,992.41,1,92683,Orange CA,"Westminster, CA",2085,1
6059,992.41,2,92647,Orange CA,"Huntington Beach, CA",1536,0.702
6059,992.41,2,92683,Orange CA,"Westminster, CA",653,0.298
6059,992.42,1,92647,Orange CA,"Huntington Beach, CA",1533,1
6059,992.42,2,92647,Orange CA,"Huntington Beach, CA",2051,1
6059,992.43,1,92646,Orange CA,"Huntington Beach, CA",2403,0.984
6059,992.43,1,92648,Orange CA,"Huntington Beach, CA",40,0.016
6059,992.43,2,92646,Orange CA,"Huntington Beach, CA",1844,1
6059,992.44,1,92646,Orange CA,"Huntington Beach, CA",2106,1
6059,992.44,2,92646,Orange CA,"Huntington Beach, CA",1624,1
6059,992.45,1,92646,Orange CA,"Huntington Beach, CA",1203,0.896
6059,992.45,1,92648,Orange CA,"Huntington Beach, CA",140,0.104
6059,992.45,2,92646,Orange CA,"Huntington Beach, CA",1492,0.882
6059,992.45,2,92648,Orange CA,"Huntington Beach, CA",200,0.118
6059,992.46,1,92646,Orange CA,"Huntington Beach, CA",1108,1
6059,992.46,2,92646,Orange CA,"Huntington Beach, CA",1816,1
6059,992.46,3,92646,Orange CA,"Huntington Beach, CA",690,1
6059,992.47,1,92703,Orange CA,"Santa Ana, CA",301,0.217
6059,992.47,1,92704,Orange CA,"Santa Ana, CA",1087,0.783
6059,992.47,2,92703,Orange CA,"Santa Ana, CA",37,0.019
6059,992.47,2,92704,Orange CA,"Santa Ana, CA",1862,0.981
6059,992.48,1,92703,Orange CA,"Santa Ana, CA",588,0.25
6059,992.48,1,92704,Orange CA,"Santa Ana, CA",1763,0.75
6059,992.48,2,92704,Orange CA,"Santa Ana, CA",2939,1
6059,992.49,1,92704,Orange CA,"Santa Ana, CA",2448,1
6059,992.49,2,92703,Orange CA,"Santa Ana, CA",140,0.07
6059,992.49,2,92704,Orange CA,"Santa Ana, CA",1861,0.93
6059,992.5,1,92708,Orange CA,"Fountain Valley, CA",1811,1
6059,992.5,2,92708,Orange CA,"Fountain Valley, CA",1251,1
6059,992.51,1,92708,Orange CA,"Fountain Valley, CA",1979,1
6059,992.51,2,92708,Orange CA,"Fountain Valley, CA",2053,1
6059,992.51,3,92708,Orange CA,"Fountain Valley, CA",1186,1
6059,993.05,1,92648,Orange CA,"Huntington Beach, CA",1165,1
6059,993.05,2,92648,Orange CA,"Huntington Beach, CA",1096,1
6059,993.05,3,92648,Orange CA,"Huntington Beach, CA",1658,1
6059,993.05,4,92648,Orange CA,"Huntington Beach, CA",951,1
6059,993.05,5,92648,Orange CA,"Huntington Beach, CA",1095,1
6059,993.05,6,92648,Orange CA,"Huntington Beach, CA",1178,1
6059,993.06,1,92648,Orange CA,"Huntington Beach, CA",1551,1
6059,993.06,2,92648,Orange CA,"Huntington Beach, CA",1176,1
6059,993.06,3,92648,Orange CA,"Huntington Beach, CA",1057,1
6059,993.06,4,92648,Orange CA,"Huntington Beach, CA",1255,1
6059,993.06,5,92648,Orange CA,"Huntington Beach, CA",989,1
6059,993.07,1,92648,Orange CA,"Huntington Beach, CA",1531,1
6059,993.07,2,92648,Orange CA,"Huntington Beach, CA",971,1
6059,993.08,1,92648,Orange CA,"Huntington Beach, CA",1944,1
6059,993.08,2,92648,Orange CA,"Huntington Beach, CA",1967,1
6059,993.08,3,92648,Orange CA,"Huntington Beach, CA",1936,1
6059,993.09,1,92648,Orange CA,"Huntington Beach, CA",1217,1
6059,993.09,2,92648,Orange CA,"Huntington Beach, CA",1626,1
6059,993.09,3,92648,Orange CA,"Huntington Beach, CA",1704,1
6059,993.1,1,92648,Orange CA,"Huntington Beach, CA",1722,1
6059,993.1,2,92648,Orange CA,"Huntington Beach, CA",1798,1
6059,993.1,3,92648,Orange CA,"Huntington Beach, CA",962,1
6059,993.11,1,92648,Orange CA,"Huntington Beach, CA",1126,1
6059,993.11,2,92648,Orange CA,"Huntington Beach, CA",1589,1
6059,993.11,3,92648,Orange CA,"Huntington Beach, CA",883,1
6059,994.02,1,92647,Orange CA,"Huntington Beach, CA",2887,1
6059,994.02,2,92647,Orange CA,"Huntington Beach, CA",2215,1
6059,994.02,3,92647,Orange CA,"Huntington Beach, CA",631,1
6059,994.02,4,92647,Orange CA,"Huntington Beach, CA",2357,1
6059,994.04,1,92647,Orange CA,"Huntington Beach, CA",2270,1
6059,994.04,2,92647,Orange CA,"Huntington Beach, CA",2235,1
6059,994.05,1,92647,Orange CA,"Huntington Beach, CA",1147,1
6059,994.05,2,92647,Orange CA,"Huntington Beach, CA",1285,1
6059,994.05,3,92647,Orange CA,"Huntington Beach, CA",2036,1
6059,994.06,1,92647,Orange CA,"Huntington Beach, CA",1655,1
6059,994.06,2,92647,Orange CA,"Huntington Beach, CA",2813,1
6059,994.07,1,92649,Orange CA,"Huntington Beach, CA",2480,1
6059,994.08,1,92649,Orange CA,"Huntington Beach, CA",1011,1
6059,994.08,2,92649,Orange CA,"Huntington Beach, CA",2441,1
6059,994.08,3,92649,Orange CA,"Huntington Beach, CA",880,1
6059,994.1,1,92647,Orange CA,"Huntington Beach, CA",1071,1
6059,994.1,2,92647,Orange CA,"Huntington Beach, CA",830,1
6059,994.1,3,92647,Orange CA,"Huntington Beach, CA",2200,1
6059,994.11,1,92647,Orange CA,"Huntington Beach, CA",763,1
6059,994.11,2,92647,Orange CA,"Huntington Beach, CA",1985,1
6059,994.11,3,92647,Orange CA,"Huntington Beach, CA",1447,1
6059,994.11,4,92647,Orange CA,"Huntington Beach, CA",1305,1
6059,994.12,1,92647,Orange CA,"Huntington Beach, CA",1883,1
6059,994.12,2,92647,Orange CA,"Huntington Beach, CA",1181,1
6059,994.12,3,92647,Orange CA,"Huntington Beach, CA",1308,0.835
6059,994.12,3,92648,Orange CA,"Huntington Beach, CA",258,0.165
6059,994.13,1,92648,Orange CA,"Huntington Beach, CA",881,1
