county,tract,bg,zcta5,cntyname,zipname,pop10,afact
6001,4001,1,94611,Alameda CA,"Oakland, CA",118,0.04
6001,4001,1,94618,Alameda CA,"Oakland, CA",626,0.213
6001,4001,1,94704,Alameda CA,"Berkeley, CA",135,0.046
6001,4001,1,94705,Alameda CA,"Berkeley, CA",2058,0.701
6001,4002,1,94618,Alameda CA,"Oakland, CA",979,0.962
6001,4002,1,94705,Alameda CA,"Berkeley, CA",39,0.038
6001,4002,2,94618,Alameda CA,"Oakland, CA",956,1
6001,4003,1,94618,Alameda CA,"Oakland, CA",1078,1
6001,4003,2,94618,Alameda CA,"Oakland, CA",1298,1
6001,4003,3,94609,Alameda CA,"Oakland, CA",564,0.517
6001,4003,3,94618,Alameda CA,"Oakland, CA",527,0.483
6001,4003,4,94618,Alameda CA,"Oakland, CA",1398,1
6001,4004,1,94618,Alameda CA,"Oakland, CA",1421,1
6001,4004,2,94609,Alameda CA,"Oakland, CA",1033,0.881
6001,4004,2,94618,Alameda CA,"Oakland, CA",139,0.119
6001,4004,3,94609,Alameda CA,"Oakland, CA",1050,0.946
6001,4004,3,94618,Alameda CA,"Oakland, CA",60,0.054
6001,4005,1,94609,Alameda CA,"Oakland, CA",2008,1
6001,4005,2,94609,Alameda CA,"Oakland, CA",822,1
6001,4005,3,94609,Alameda CA,"Oakland, CA",687,1
6001,4006,1,94609,Alameda CA,"Oakland, CA",950,1
6001,4006,2,94609,Alameda CA,"Oakland, CA",621,1
6001,4007,1,94608,Alameda CA,"Oakland, CA",728,0.675
6001,4007,1,94609,Alameda CA,"Oakland, CA",350,0.325
6001,4007,2,94608,Alameda CA,"Oakland, CA",860,0.73
6001,4007,2,94609,Alameda CA,"Oakland, CA",318,0.27
6001,4007,3,94608,Alameda CA,"Oakland, CA",507,0.7
6001,4007,3,94609,Alameda CA,"Oakland, CA",217,0.3
6001,4007,4,94608,Alameda CA,"Oakland, CA",972,0.793
6001,4007,4,94609,Alameda CA,"Oakland, CA",254,0.207
6001,4008,1,94608,Alameda CA,"Oakland, CA",1268,1
6001,4008,2,94608,Alameda CA,"Oakland, CA",1051,1
6001,4008,3,94608,Alameda CA,"Oakland, CA",1275,1
6001,4009,1,94608,Alameda CA,"Oakland, CA",1172,1
6001,4009,2,94608,Alameda CA,"Oakland, CA",1130,1
6001,4010,1,94608,Alameda CA,"Oakland, CA",685,0.763
6001,4010,1,94609,Alameda CA,"Oakland, CA",213,0.237
6001,4010,2,94608,Alameda CA,"Oakland, CA",508,0.617
6001,4010,2,94609,Alameda CA,"Oakland, CA",316,0.383
6001,4010,3,94608,Alameda CA,"Oakland, CA",892,0.708
6001,4010,3,94609,Alameda CA,"Oakland, CA",368,0.292
6001,4010,4,94609,Alameda CA,"Oakland, CA",710,1
6001,4010,5,94608,Alameda CA,"Oakland, CA",661,0.641
6001,4010,5,94609,Alameda CA,"Oakland, CA",370,0.359
6001,4010,6,94608,Alameda CA,"Oakland, CA",955,1
6001,4011,1,94609,Alameda CA,"Oakland, CA",663,1
6001,4011,2,94609,Alameda CA,"Oakland, CA",1321,1
6001,4011,3,94609,Alameda CA,"Oakland, CA",1047,1
6001,4011,4,94609,Alameda CA,"Oakland, CA",1125,1
6001,4012,1,94609,Alameda CA,"Oakland, CA",975,0.916
6001,4012,1,94618,Alameda CA,"Oakland, CA",89,0.084
6001,4012,2,94609,Alameda CA,"Oakland, CA",780,1
6001,4012,3,94609,Alameda CA,"Oakland, CA",560,0.979
6001,4012,3,94611,Alameda CA,"Oakland, CA",12,0.021
6001,4013,1,94609,Alameda CA,"Oakland, CA",1031,1
6001,4013,2,94609,Alameda CA,"Oakland, CA",240,0.165
6001,4013,2,94612,Alameda CA,"Oakland, CA",1218,0.835
6001,4013,3,94609,Alameda CA,"Oakland, CA",473,0.455
6001,4013,3,94611,Alameda CA,"Oakland, CA",1,0.001
6001,4013,3,94612,Alameda CA,"Oakland, CA",565,0.544
6001,4014,1,94608,Alameda CA,"Oakland, CA",525,0.479
6001,4014,1,94609,Alameda CA,"Oakland, CA",570,0.521
6001,4014,2,94608,Alameda CA,"Oakland, CA",933,0.551
6001,4014,2,94609,Alameda CA,"Oakland, CA",761,0.449
6001,4014,3,94607,Alameda CA,"Oakland, CA",2,0.001
6001,4014,3,94608,Alameda CA,"Oakland, CA",66,0.043
6001,4014,3,94609,Alameda CA,"Oakland, CA",137,0.09
6001,4014,3,94612,Alameda CA,"Oakland, CA",1320,0.866
6001,4015,1,94608,Alameda CA,"Oakland, CA",1301,1
6001,4015,2,94608,Alameda CA,"Oakland, CA",619,1
6001,4015,3,94608,Alameda CA,"Oakland, CA",710,1
6001,4016,1,94607,Alameda CA,"Oakland, CA",1205,1
6001,4016,2,94607,Alameda CA,"Oakland, CA",932,0.973
6001,4016,2,94612,Alameda CA,"Oakland, CA",26,0.027
6001,4017,1,94607,Alameda CA,"Oakland, CA",25,0.024
6001,4017,1,94608,Alameda CA,"Oakland, CA",1033,0.976
6001,4017,2,94607,Alameda CA,"Oakland, CA",1513,1
6001,4017,3,94607,Alameda CA,"Oakland, CA",94,0.979
6001,4017,3,99999,Alameda CA,99999,2,0.021
6001,4018,1,94607,Alameda CA,"Oakland, CA",912,1
6001,4018,2,94607,Alameda CA,"Oakland, CA",791,1
6001,4022,1,94607,Alameda CA,"Oakland, CA",877,1
6001,4022,2,94607,Alameda CA,"Oakland, CA",842,1
6001,4022,3,94607,Alameda CA,"Oakland, CA",666,1
6001,4024,1,94607,Alameda CA,"Oakland, CA",1368,1
6001,4024,2,94607,Alameda CA,"Oakland, CA",983,1
6001,4025,1,94607,Alameda CA,"Oakland, CA",1055,1
6001,4025,2,94607,Alameda CA,"Oakland, CA",729,1
6001,4026,1,94607,Alameda CA,"Oakland, CA",1109,0.964
6001,4026,1,94612,Alameda CA,"Oakland, CA",42,0.036
6001,4027,1,94612,Alameda CA,"Oakland, CA",535,1
6001,4027,2,94607,Alameda CA,"Oakland, CA",770,0.745
6001,4027,2,94612,Alameda CA,"Oakland, CA",264,0.255
6001,4028,1,94612,Alameda CA,"Oakland, CA",1428,1
6001,4028,2,94612,Alameda CA,"Oakland, CA",1917,1
6001,4029,1,94612,Alameda CA,"Oakland, CA",1434,1
6001,4030,1,94607,Alameda CA,"Oakland, CA",1569,1
6001,4030,2,94607,Alameda CA,"Oakland, CA",403,0.331
6001,4030,2,94612,Alameda CA,"Oakland, CA",816,0.669
6001,4031,1,94607,Alameda CA,"Oakland, CA",2237,1
6001,4031,1,94612,Alameda CA,"Oakland, CA",1,0
6001,4033,1,94607,Alameda CA,"Oakland, CA",2420,1
6001,4033,2,94607,Alameda CA,"Oakland, CA",1634,1
6001,4034,1,94610,Alameda CA,"Oakland, CA",1,0.001
6001,4034,1,94612,Alameda CA,"Oakland, CA",918,0.999
6001,4034,2,94612,Alameda CA,"Oakland, CA",1349,1
6001,4034,3,94612,Alameda CA,"Oakland, CA",884,1
6001,4034,4,94612,Alameda CA,"Oakland, CA",994,1
6001,4035.01,1,94611,Alameda CA,"Oakland, CA",1322,0.661
6001,4035.01,1,94612,Alameda CA,"Oakland, CA",678,0.339
6001,4035.01,2,94611,Alameda CA,"Oakland, CA",1703,1
6001,4035.01,3,94610,Alameda CA,"Oakland, CA",20,0.03
6001,4035.01,3,94611,Alameda CA,"Oakland, CA",651,0.97
6001,4035.02,1,94610,Alameda CA,"Oakland, CA",852,1
6001,4035.02,2,94610,Alameda CA,"Oakland, CA",735,0.645
6001,4035.02,2,94611,Alameda CA,"Oakland, CA",404,0.355
6001,4036,1,94610,Alameda CA,"Oakland, CA",1070,1
6001,4036,2,94610,Alameda CA,"Oakland, CA",1514,1
6001,4036,3,94610,Alameda CA,"Oakland, CA",1898,1
6001,4037.01,1,94610,Alameda CA,"Oakland, CA",1231,1
6001,4037.01,2,94610,Alameda CA,"Oakland, CA",1356,1
6001,4037.02,1,94610,Alameda CA,"Oakland, CA",545,1
6001,4037.02,2,94610,Alameda CA,"Oakland, CA",1179,1
6001,4038,1,94610,Alameda CA,"Oakland, CA",614,1
6001,4038,2,94610,Alameda CA,"Oakland, CA",804,1
6001,4038,3,94610,Alameda CA,"Oakland, CA",809,1
6001,4038,4,94610,Alameda CA,"Oakland, CA",1234,1
6001,4039,1,94610,Alameda CA,"Oakland, CA",1199,0.901
6001,4039,1,94611,Alameda CA,"Oakland, CA",132,0.099
6001,4039,2,94610,Alameda CA,"Oakland, CA",692,1
6001,4039,3,94610,Alameda CA,"Oakland, CA",1561,1
6001,4040,1,94611,Alameda CA,"Oakland, CA",1667,1
6001,4040,2,94611,Alameda CA,"Oakland, CA",1152,1
6001,4041.01,1,94611,Alameda CA,"Oakland, CA",1149,1
6001,4041.01,2,94611,Alameda CA,"Oakland, CA",1780,1
6001,4041.02,1,94611,Alameda CA,"Oakland, CA",1359,1
6001,4041.02,2,94611,Alameda CA,"Oakland, CA",924,1
6001,4042,1,94618,Alameda CA,"Oakland, CA",993,1
6001,4042,2,94618,Alameda CA,"Oakland, CA",1244,1
6001,4042,3,94611,Alameda CA,"Oakland, CA",112,0.09
6001,4042,3,94618,Alameda CA,"Oakland, CA",1134,0.91
6001,4043,1,94618,Alameda CA,"Oakland, CA",1195,1
6001,4043,2,94618,Alameda CA,"Oakland, CA",875,1
6001,4043,3,94618,Alameda CA,"Oakland, CA",1148,1
6001,4044,1,94611,Alameda CA,"Oakland, CA",1616,0.68
6001,4044,1,94618,Alameda CA,"Oakland, CA",760,0.32
6001,4044,2,94611,Alameda CA,"Oakland, CA",1232,1
6001,4044,3,94611,Alameda CA,"Oakland, CA",1706,1
6001,4045.01,1,94611,Alameda CA,"Oakland, CA",1677,1
6001,4045.02,1,94611,Alameda CA,"Oakland, CA",903,1
6001,4045.02,2,94611,Alameda CA,"Oakland, CA",1337,1
6001,4045.02,3,94611,Alameda CA,"Oakland, CA",1664,1
6001,4045.02,4,94611,Alameda CA,"Oakland, CA",1880,1
6001,4046,1,94611,Alameda CA,"Oakland, CA",1102,1
6001,4046,2,94611,Alameda CA,"Oakland, CA",737,1
6001,4046,3,94611,Alameda CA,"Oakland, CA",1127,1
6001,4046,4,94602,Alameda CA,"Oakland, CA",317,0.229
6001,4046,4,94611,Alameda CA,"Oakland, CA",1070,0.771
6001,4047,1,94602,Alameda CA,"Oakland, CA",860,0.989
6001,4047,1,94611,Alameda CA,"Oakland, CA",10,0.011
6001,4047,2,94602,Alameda CA,"Oakland, CA",1084,1
6001,4048,1,94602,Alameda CA,"Oakland, CA",1374,1
6001,4048,2,94602,Alameda CA,"Oakland, CA",1310,1
6001,4049,1,94602,Alameda CA,"Oakland, CA",850,1
6001,4049,2,94602,Alameda CA,"Oakland, CA",1076,1
6001,4049,3,94602,Alameda CA,"Oakland, CA",1026,1
6001,4049,4,94602,Alameda CA,"Oakland, CA",1177,1
6001,4050,1,94602,Alameda CA,"Oakland, CA",704,1
6001,4050,2,94602,Alameda CA,"Oakland, CA",619,0.53
6001,4050,2,94610,Alameda CA,"Oakland, CA",549,0.47
6001,4050,3,94602,Alameda CA,"Oakland, CA",297,0.235
6001,4050,3,94610,Alameda CA,"Oakland, CA",967,0.765
6001,4051,1,94610,Alameda CA,"Oakland, CA",1012,1
6001,4051,2,94610,Alameda CA,"Oakland, CA",693,1
6001,4051,3,94610,Alameda CA,"Oakland, CA",883,1
6001,4051,4,94610,Alameda CA,"Oakland, CA",615,1
6001,4051,5,94610,Alameda CA,"Oakland, CA",994,1
6001,4052,1,94606,Alameda CA,"Oakland, CA",353,0.284
6001,4052,1,94610,Alameda CA,"Oakland, CA",890,0.716
6001,4052,2,94606,Alameda CA,"Oakland, CA",1027,1
6001,4052,3,94606,Alameda CA,"Oakland, CA",538,0.515
6001,4052,3,94610,Alameda CA,"Oakland, CA",507,0.485
6001,4052,4,94606,Alameda CA,"Oakland, CA",143,0.112
6001,4052,4,94610,Alameda CA,"Oakland, CA",1139,0.888
6001,4053.01,1,94606,Alameda CA,"Oakland, CA",1778,1
6001,4053.01,2,94606,Alameda CA,"Oakland, CA",825,1
6001,4053.02,1,94606,Alameda CA,"Oakland, CA",1337,1
6001,4053.02,2,94606,Alameda CA,"Oakland, CA",1193,1
6001,4054.01,1,94606,Alameda CA,"Oakland, CA",1547,1
6001,4054.01,2,94606,Alameda CA,"Oakland, CA",1385,1
6001,4054.01,3,94606,Alameda CA,"Oakland, CA",1025,1
6001,4054.02,1,94606,Alameda CA,"Oakland, CA",2037,1
6001,4054.02,2,94606,Alameda CA,"Oakland, CA",1077,1
6001,4055,1,94606,Alameda CA,"Oakland, CA",649,1
6001,4055,2,94606,Alameda CA,"Oakland, CA",1038,1
6001,4055,3,94606,Alameda CA,"Oakland, CA",872,1
6001,4055,4,94606,Alameda CA,"Oakland, CA",1084,1
6001,4056,1,94610,Alameda CA,"Oakland, CA",690,1
6001,4056,2,94606,Alameda CA,"Oakland, CA",685,0.604
6001,4056,2,94610,Alameda CA,"Oakland, CA",450,0.396
6001,4056,3,94606,Alameda CA,"Oakland, CA",1305,0.995
6001,4056,3,94610,Alameda CA,"Oakland, CA",7,0.005
6001,4057,1,94602,Alameda CA,"Oakland, CA",1252,1
6001,4057,2,94602,Alameda CA,"Oakland, CA",105,0.099
6001,4057,2,94606,Alameda CA,"Oakland, CA",954,0.901
6001,4057,3,94606,Alameda CA,"Oakland, CA",932,1
6001,4058,1,94606,Alameda CA,"Oakland, CA",1201,1
6001,4058,2,94606,Alameda CA,"Oakland, CA",970,1
6001,4058,3,94606,Alameda CA,"Oakland, CA",1032,1
6001,4058,4,94606,Alameda CA,"Oakland, CA",762,1
6001,4059.01,1,94606,Alameda CA,"Oakland, CA",1407,1
6001,4059.01,2,94606,Alameda CA,"Oakland, CA",1538,1
6001,4059.01,3,94606,Alameda CA,"Oakland, CA",965,1
6001,4059.02,1,94606,Alameda CA,"Oakland, CA",1372,1
6001,4059.02,2,94606,Alameda CA,"Oakland, CA",1663,1
6001,4060,1,94606,Alameda CA,"Oakland, CA",870,1
6001,4060,2,94606,Alameda CA,"Oakland, CA",729,1
6001,4060,3,94606,Alameda CA,"Oakland, CA",1851,1
6001,4061,1,94601,Alameda CA,"Oakland, CA",1015,1
6001,4061,2,94601,Alameda CA,"Oakland, CA",867,1
6001,4061,3,94601,Alameda CA,"Oakland, CA",1057,1
6001,4061,4,94601,Alameda CA,"Oakland, CA",1417,0.983
6001,4061,4,94606,Alameda CA,"Oakland, CA",25,0.017
6001,4062.01,1,94601,Alameda CA,"Oakland, CA",1298,1
6001,4062.01,2,94601,Alameda CA,"Oakland, CA",808,1
6001,4062.01,3,94601,Alameda CA,"Oakland, CA",1480,1
6001,4062.01,4,94601,Alameda CA,"Oakland, CA",1063,1
6001,4062.02,1,94601,Alameda CA,"Oakland, CA",1148,1
6001,4062.02,2,94601,Alameda CA,"Oakland, CA",1742,1
6001,4062.02,3,94601,Alameda CA,"Oakland, CA",1828,1
6001,4063,1,94601,Alameda CA,"Oakland, CA",1074,1
6001,4063,2,94601,Alameda CA,"Oakland, CA",1139,1
6001,4063,3,94601,Alameda CA,"Oakland, CA",941,1
6001,4063,4,94601,Alameda CA,"Oakland, CA",714,0.745
6001,4063,4,94606,Alameda CA,"Oakland, CA",245,0.255
6001,4064,1,94601,Alameda CA,"Oakland, CA",154,0.199
6001,4064,1,94602,Alameda CA,"Oakland, CA",621,0.801
6001,4064,2,94601,Alameda CA,"Oakland, CA",869,0.634
6001,4064,2,94602,Alameda CA,"Oakland, CA",243,0.177
6001,4064,2,94606,Alameda CA,"Oakland, CA",258,0.188
6001,4065,1,94601,Alameda CA,"Oakland, CA",1418,0.707
6001,4065,1,94602,Alameda CA,"Oakland, CA",587,0.293
6001,4065,2,94601,Alameda CA,"Oakland, CA",810,1
6001,4065,3,94601,Alameda CA,"Oakland, CA",1746,1
6001,4065,4,94601,Alameda CA,"Oakland, CA",1369,1
6001,4066.01,1,94602,Alameda CA,"Oakland, CA",779,0.836
6001,4066.01,1,94619,Alameda CA,"Oakland, CA",153,0.164
6001,4066.01,2,94602,Alameda CA,"Oakland, CA",1567,1
6001,4066.01,3,94602,Alameda CA,"Oakland, CA",1261,1
6001,4066.01,4,94602,Alameda CA,"Oakland, CA",836,1
6001,4066.02,1,94602,Alameda CA,"Oakland, CA",1208,1
6001,4066.02,2,94602,Alameda CA,"Oakland, CA",1285,1
6001,4067,1,94602,Alameda CA,"Oakland, CA",1249,1
6001,4067,2,94602,Alameda CA,"Oakland, CA",618,1
6001,4067,3,94602,Alameda CA,"Oakland, CA",1696,1
6001,4067,4,94602,Alameda CA,"Oakland, CA",813,1
6001,4067,5,94602,Alameda CA,"Oakland, CA",672,1
6001,4068,1,94602,Alameda CA,"Oakland, CA",451,0.694
6001,4068,1,94619,Alameda CA,"Oakland, CA",199,0.306
6001,4068,2,94602,Alameda CA,"Oakland, CA",425,0.623
6001,4068,2,94619,Alameda CA,"Oakland, CA",257,0.377
6001,4068,3,94619,Alameda CA,"Oakland, CA",1126,1
6001,4068,4,94602,Alameda CA,"Oakland, CA",970,1
6001,4069,1,94619,Alameda CA,"Oakland, CA",688,1
6001,4069,2,94619,Alameda CA,"Oakland, CA",1118,1
6001,4069,3,94619,Alameda CA,"Oakland, CA",1913,1
6001,4070,1,94619,Alameda CA,"Oakland, CA",955,1
6001,4070,2,94619,Alameda CA,"Oakland, CA",1158,1
6001,4070,3,94619,Alameda CA,"Oakland, CA",1369,1
6001,4070,4,94619,Alameda CA,"Oakland, CA",1473,1
6001,4070,5,94619,Alameda CA,"Oakland, CA",930,1
6001,4071.01,1,94601,Alameda CA,"Oakland, CA",2222,1
6001,4071.01,2,94601,Alameda CA,"Oakland, CA",1192,1
6001,4071.02,1,94601,Alameda CA,"Oakland, CA",1569,0.936
6001,4071.02,1,94619,Alameda CA,"Oakland, CA",107,0.064
6001,4071.02,2,94601,Alameda CA,"Oakland, CA",901,1
6001,4071.02,3,94601,Alameda CA,"Oakland, CA",900,1
6001,4071.02,4,94601,Alameda CA,"Oakland, CA",874,1
6001,4072,1,94601,Alameda CA,"Oakland, CA",1440,1
6001,4072,2,94601,Alameda CA,"Oakland, CA",1750,1
6001,4072,3,94601,Alameda CA,"Oakland, CA",1738,1
6001,4072,4,94601,Alameda CA,"Oakland, CA",1818,1
6001,4073,1,94601,Alameda CA,"Oakland, CA",626,0.465
6001,4073,1,94621,Alameda CA,"Oakland, CA",719,0.535
6001,4073,2,94601,Alameda CA,"Oakland, CA",1251,0.998
6001,4073,2,94621,Alameda CA,"Oakland, CA",2,0.002
6001,4074,1,94601,Alameda CA,"Oakland, CA",1619,1
6001,4074,2,94601,Alameda CA,"Oakland, CA",1291,1
6001,4074,3,94601,Alameda CA,"Oakland, CA",1044,1
6001,4075,1,94605,Alameda CA,"Oakland, CA",467,0.519
6001,4075,1,94621,Alameda CA,"Oakland, CA",433,0.481
6001,4075,2,94601,Alameda CA,"Oakland, CA",23,0.012
6001,4075,2,94621,Alameda CA,"Oakland, CA",1886,0.988
6001,4075,3,94601,Alameda CA,"Oakland, CA",628,0.56
6001,4075,3,94605,Alameda CA,"Oakland, CA",280,0.25
6001,4075,3,94621,Alameda CA,"Oakland, CA",214,0.191
6001,4076,1,94619,Alameda CA,"Oakland, CA",1042,1
6001,4076,2,94601,Alameda CA,"Oakland, CA",966,0.948
6001,4076,2,94619,Alameda CA,"Oakland, CA",53,0.052
6001,4076,3,94601,Alameda CA,"Oakland, CA",1145,1
6001,4076,4,94601,Alameda CA,"Oakland, CA",1596,1
6001,4076,5,94601,Alameda CA,"Oakland, CA",1225,1
6001,4077,1,94605,Alameda CA,"Oakland, CA",1407,1
6001,4077,2,94601,Alameda CA,"Oakland, CA",346,0.35
6001,4077,2,94619,Alameda CA,"Oakland, CA",643,0.65
6001,4077,3,94601,Alameda CA,"Oakland, CA",173,0.194
6001,4077,3,94619,Alameda CA,"Oakland, CA",717,0.806
6001,4077,4,94605,Alameda CA,"Oakland, CA",31,0.038
6001,4077,4,94619,Alameda CA,"Oakland, CA",792,0.962
6001,4078,1,94605,Alameda CA,"Oakland, CA",17,0.023
6001,4078,1,94613,Alameda CA,"Oakland, CA",715,0.977
6001,4078,2,94619,Alameda CA,"Oakland, CA",917,1
6001,4078,3,94619,Alameda CA,"Oakland, CA",776,1
6001,4079,1,94619,Alameda CA,"Oakland, CA",791,1
6001,4079,2,94619,Alameda CA,"Oakland, CA",832,1
6001,4079,3,94619,Alameda CA,"Oakland, CA",1083,1
6001,4080,1,94602,Alameda CA,"Oakland, CA",669,0.95
6001,4080,1,94619,Alameda CA,"Oakland, CA",35,0.05
6001,4080,2,94602,Alameda CA,"Oakland, CA",328,0.167
6001,4080,2,94619,Alameda CA,"Oakland, CA",1639,0.833
6001,4081,1,94619,Alameda CA,"Oakland, CA",1344,1
6001,4081,2,94605,Alameda CA,"Oakland, CA",1843,0.634
6001,4081,2,94619,Alameda CA,"Oakland, CA",1065,0.366
6001,4081,3,94605,Alameda CA,"Oakland, CA",887,1
6001,4081,4,94605,Alameda CA,"Oakland, CA",802,0.941
6001,4081,4,94619,Alameda CA,"Oakland, CA",50,0.059
6001,4082,1,94605,Alameda CA,"Oakland, CA",1373,1
6001,4082,2,94605,Alameda CA,"Oakland, CA",1798,1
6001,4082,3,94605,Alameda CA,"Oakland, CA",883,1
6001,4083,1,94605,Alameda CA,"Oakland, CA",731,1
6001,4083,2,94605,Alameda CA,"Oakland, CA",915,1
6001,4083,3,94605,Alameda CA,"Oakland, CA",941,1
6001,4083,4,94605,Alameda CA,"Oakland, CA",776,1
6001,4083,5,94605,Alameda CA,"Oakland, CA",804,1
6001,4084,1,94605,Alameda CA,"Oakland, CA",1239,1
6001,4084,2,94605,Alameda CA,"Oakland, CA",912,1
6001,4084,3,94605,Alameda CA,"Oakland, CA",1172,1
6001,4085,1,94605,Alameda CA,"Oakland, CA",700,0.675
6001,4085,1,94621,Alameda CA,"Oakland, CA",337,0.325
6001,4085,2,94605,Alameda CA,"Oakland, CA",203,0.19
6001,4085,2,94621,Alameda CA,"Oakland, CA",868,0.81
6001,4085,3,94621,Alameda CA,"Oakland, CA",871,1
6001,4085,4,94621,Alameda CA,"Oakland, CA",738,1
6001,4085,5,94621,Alameda CA,"Oakland, CA",1255,1
6001,4086,1,94605,Alameda CA,"Oakland, CA",1443,0.917
6001,4086,1,94621,Alameda CA,"Oakland, CA",130,0.083
6001,4086,2,94605,Alameda CA,"Oakland, CA",1007,0.634
6001,4086,2,94621,Alameda CA,"Oakland, CA",581,0.366
6001,4086,3,94621,Alameda CA,"Oakland, CA",1327,1
6001,4086,4,94621,Alameda CA,"Oakland, CA",1004,1
6001,4087,1,94605,Alameda CA,"Oakland, CA",1117,1
6001,4087,2,94605,Alameda CA,"Oakland, CA",1172,1
6001,4087,3,94605,Alameda CA,"Oakland, CA",356,0.289
6001,4087,3,94621,Alameda CA,"Oakland, CA",875,0.711
6001,4087,4,94621,Alameda CA,"Oakland, CA",935,1
6001,4087,5,94605,Alameda CA,"Oakland, CA",1031,0.615
6001,4087,5,94621,Alameda CA,"Oakland, CA",645,0.385
6001,4087,6,94605,Alameda CA,"Oakland, CA",1076,1
6001,4088,1,94621,Alameda CA,"Oakland, CA",1167,1
6001,4088,2,94621,Alameda CA,"Oakland, CA",1326,1
6001,4088,3,94621,Alameda CA,"Oakland, CA",919,1
6001,4088,4,94621,Alameda CA,"Oakland, CA",2135,1
6001,4089,1,94621,Alameda CA,"Oakland, CA",1455,1
6001,4089,2,94621,Alameda CA,"Oakland, CA",1959,1
6001,4090,1,94603,Alameda CA,"Oakland, CA",2088,0.995
6001,4090,1,94621,Alameda CA,"Oakland, CA",10,0.005
6001,4090,2,94621,Alameda CA,"Oakland, CA",4,1
6001,4090,3,94603,Alameda CA,"Oakland, CA",1450,1
6001,4091,1,94603,Alameda CA,"Oakland, CA",1167,1
6001,4091,2,94603,Alameda CA,"Oakland, CA",1088,1
6001,4092,1,94603,Alameda CA,"Oakland, CA",1794,1
6001,4092,2,94577,Alameda CA,"San Leandro, CA",37,0.027
6001,4092,2,94603,Alameda CA,"Oakland, CA",1321,0.973
6001,4093,1,94603,Alameda CA,"Oakland, CA",1661,1
6001,4093,2,94577,Alameda CA,"San Leandro, CA",9,0.007
6001,4093,2,94603,Alameda CA,"Oakland, CA",1274,0.993
6001,4093,3,94603,Alameda CA,"Oakland, CA",1376,1
6001,4093,4,94603,Alameda CA,"Oakland, CA",909,1
6001,4094,1,94603,Alameda CA,"Oakland, CA",932,1
6001,4094,2,94603,Alameda CA,"Oakland, CA",1876,0.962
6001,4094,2,94621,Alameda CA,"Oakland, CA",74,0.038
6001,4094,3,94603,Alameda CA,"Oakland, CA",1181,0.829
6001,4094,3,94621,Alameda CA,"Oakland, CA",243,0.171
6001,4095,1,94621,Alameda CA,"Oakland, CA",884,1
6001,4095,2,94621,Alameda CA,"Oakland, CA",1305,1
6001,4095,3,94621,Alameda CA,"Oakland, CA",933,1
6001,4096,1,94621,Alameda CA,"Oakland, CA",977,1
6001,4096,2,94621,Alameda CA,"Oakland, CA",1083,1
6001,4096,3,94603,Alameda CA,"Oakland, CA",853,1
6001,4096,4,94603,Alameda CA,"Oakland, CA",402,0.454
6001,4096,4,94621,Alameda CA,"Oakland, CA",484,0.546
6001,4096,5,94621,Alameda CA,"Oakland, CA",1264,1
6001,4097,1,94605,Alameda CA,"Oakland, CA",854,1
6001,4097,2,94603,Alameda CA,"Oakland, CA",1814,1
6001,4097,3,94603,Alameda CA,"Oakland, CA",92,0.089
6001,4097,3,94605,Alameda CA,"Oakland, CA",582,0.563
6001,4097,3,94621,Alameda CA,"Oakland, CA",360,0.348
6001,4097,4,94605,Alameda CA,"Oakland, CA",526,0.529
6001,4097,4,94621,Alameda CA,"Oakland, CA",468,0.471
6001,4098,1,94605,Alameda CA,"Oakland, CA",726,1
6001,4098,2,94605,Alameda CA,"Oakland, CA",1497,1
6001,4098,3,94605,Alameda CA,"Oakland, CA",664,1
6001,4099,1,94605,Alameda CA,"Oakland, CA",637,1
6001,4099,2,94605,Alameda CA,"Oakland, CA",622,1
6001,4099,3,94605,Alameda CA,"Oakland, CA",1192,1
6001,4099,4,94605,Alameda CA,"Oakland, CA",857,1
6001,4100,1,94605,Alameda CA,"Oakland, CA",901,1
6001,4100,2,94605,Alameda CA,"Oakland, CA",1897,1
6001,4100,3,94605,Alameda CA,"Oakland, CA",7,1
6001,4101,1,94605,Alameda CA,"Oakland, CA",1103,1
6001,4101,2,94605,Alameda CA,"Oakland, CA",1303,1
6001,4102,1,94603,Alameda CA,"Oakland, CA",1347,0.884
6001,4102,1,94605,Alameda CA,"Oakland, CA",177,0.116
6001,4102,2,94603,Alameda CA,"Oakland, CA",627,0.877
6001,4102,2,94605,Alameda CA,"Oakland, CA",88,0.123
6001,4102,3,94603,Alameda CA,"Oakland, CA",823,1
6001,4103,1,94603,Alameda CA,"Oakland, CA",978,1
6001,4103,2,94603,Alameda CA,"Oakland, CA",1147,1
6001,4103,3,94603,Alameda CA,"Oakland, CA",1411,1
6001,4104,1,94603,Alameda CA,"Oakland, CA",935,1
6001,4104,2,94603,Alameda CA,"Oakland, CA",1012,1
6001,4104,3,94603,Alameda CA,"Oakland, CA",1845,1
6001,4105,1,94607,Alameda CA,"Oakland, CA",2193,1
6001,4201,1,94706,Alameda CA,"Albany, CA",1001,1
6001,4201,2,94706,Alameda CA,"Albany, CA",755,1
6001,4201,3,94706,Alameda CA,"Albany, CA",599,1
6001,4202,1,94706,Alameda CA,"Albany, CA",1196,1
6001,4202,2,94706,Alameda CA,"Albany, CA",755,1
6001,4202,3,94706,Alameda CA,"Albany, CA",947,1
6001,4203,1,94706,Alameda CA,"Albany, CA",1457,1
