,safegraph_place_id,cbg,date,visits,size
0,sg:0044e318bb7747e69f23b64fb846666b,060590320421,2020-04-13,4,0.0
1,sg:0044e318bb7747e69f23b64fb846666b,060590320591,2020-04-13,4,0.0
2,sg:0044e318bb7747e69f23b64fb846666b,060590320484,2020-04-13,4,0.0
3,sg:0044e318bb7747e69f23b64fb846666b,060590320552,2020-04-13,4,0.0
4,sg:0044e318bb7747e69f23b64fb846666b,060590320423,2020-04-13,4,0.0
5,sg:00a15c25a7ba4896a438d77884f4f63f,060375539013,2020-04-13,4,1.0
6,sg:00a15c25a7ba4896a438d77884f4f63f,060375528002,2020-04-13,4,1.0
7,sg:00a15c25a7ba4896a438d77884f4f63f,060371064061,2020-04-13,4,1.0
8,sg:00a15c25a7ba4896a438d77884f4f63f,060710073025,2020-04-13,4,1.0
9,sg:00a15c25a7ba4896a438d77884f4f63f,060375527005,2020-04-13,4,1.0
10,sg:00b32e5bf3674310bc889acd9672a8d7,061030007001,2020-04-13,5,1.0
11,sg:00b32e5bf3674310bc889acd9672a8d7,061030004001,2020-04-13,4,1.0
12,sg:00b32e5bf3674310bc889acd9672a8d7,060890119002,2020-04-13,4,1.0
13,sg:00b32e5bf3674310bc889acd9672a8d7,061030007004,2020-04-13,4,1.0
14,sg:00b32e5bf3674310bc889acd9672a8d7,061030005004,2020-04-13,4,1.0
15,sg:014867a98281449da434ee19557dfa79,060375528002,2020-04-13,10,4.0
16,sg:014867a98281449da434ee19557dfa79,060591100141,2020-04-13,7,4.0
17,sg:014867a98281449da434ee19557dfa79,060375527005,2020-04-13,5,4.0
18,sg:014867a98281449da434ee19557dfa79,060590017072,2020-04-13,4,4.0
19,sg:014867a98281449da434ee19557dfa79,060375549003,2020-04-13,4,4.0
20,sg:014867a98281449da434ee19557dfa79,060375036013,2020-04-13,4,4.0
21,sg:014867a98281449da434ee19557dfa79,060375539013,2020-04-13,4,4.0
22,sg:014867a98281449da434ee19557dfa79,060375545192,2020-04-13,4,4.0
23,sg:014867a98281449da434ee19557dfa79,060371064061,2020-04-13,4,4.0
24,sg:014867a98281449da434ee19557dfa79,060375544063,2020-04-13,4,4.0
25,sg:020d84b63c3542979bda5d5038bda388,060014444002,2020-04-13,8,2.0
26,sg:020d84b63c3542979bda5d5038bda388,060014321001,2020-04-13,4,2.0
27,sg:020d84b63c3542979bda5d5038bda388,060770044042,2020-04-13,4,2.0
28,sg:020d84b63c3542979bda5d5038bda388,060014443021,2020-04-13,4,2.0
29,sg:0222cfbcdefc4f2e971e3e3c8f31f07a,060750168021,2020-04-13,4,4.0
30,sg:0222cfbcdefc4f2e971e3e3c8f31f07a,060750304004,2020-04-13,4,4.0
31,sg:0222cfbcdefc4f2e971e3e3c8f31f07a,060750330003,2020-04-13,4,4.0
32,sg:0222cfbcdefc4f2e971e3e3c8f31f07a,060750302013,2020-04-13,4,4.0
33,sg:0222cfbcdefc4f2e971e3e3c8f31f07a,060750128004,2020-04-13,4,4.0
34,sg:0222cfbcdefc4f2e971e3e3c8f31f07a,060750328011,2020-04-13,4,4.0
35,sg:02c22618862e403aa930bc656b07cc46,061110059091,2020-04-13,7,3.0
36,sg:02c22618862e403aa930bc656b07cc46,061110058022,2020-04-13,6,3.0
37,sg:02c22618862e403aa930bc656b07cc46,061110059012,2020-04-13,4,3.0
38,sg:02c22618862e403aa930bc656b07cc46,061110053041,2020-04-13,4,3.0
39,sg:02c22618862e403aa930bc656b07cc46,061110077002,2020-04-13,4,3.0
40,sg:02c22618862e403aa930bc656b07cc46,060371436023,2020-04-13,4,3.0
41,sg:02c22618862e403aa930bc656b07cc46,061110059101,2020-04-13,4,3.0
42,sg:02c22618862e403aa930bc656b07cc46,061110058021,2020-04-13,4,3.0
43,sg:02c22618862e403aa930bc656b07cc46,061110058013,2020-04-13,4,3.0
44,sg:0300c35e4d8548ef9f4464c77b2a05aa,060014035012,2020-04-13,8,3.0
45,sg:0300c35e4d8548ef9f4464c77b2a05aa,060952507011,2020-04-13,5,3.0
46,sg:0300c35e4d8548ef9f4464c77b2a05aa,060133540023,2020-04-13,4,3.0
47,sg:0300c35e4d8548ef9f4464c77b2a05aa,060014005001,2020-04-13,4,3.0
48,sg:0300c35e4d8548ef9f4464c77b2a05aa,320030036291,2020-04-13,4,3.0
49,sg:0300c35e4d8548ef9f4464c77b2a05aa,060133050004,2020-04-13,4,3.0
50,sg:0300c35e4d8548ef9f4464c77b2a05aa,060014011004,2020-04-13,4,3.0
51,sg:0300c35e4d8548ef9f4464c77b2a05aa,060190031041,2020-04-13,4,3.0
52,sg:0370c1de515c49a29e1f4f6fe1a0846e,060650436012,2020-04-13,6,1.0
53,sg:0370c1de515c49a29e1f4f6fe1a0846e,060710020102,2020-04-13,4,1.0
54,sg:0370c1de515c49a29e1f4f6fe1a0846e,060650513002,2020-04-13,4,1.0
55,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730034042,2020-04-13,10,4.0
56,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730118022,2020-04-13,4,4.0
57,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730083442,2020-04-13,4,4.0
58,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730025012,2020-04-13,4,4.0
59,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730141021,2020-04-13,4,4.0
60,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730131042,2020-04-13,4,4.0
61,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730024022,2020-04-13,4,4.0
62,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730033012,2020-04-13,4,4.0
63,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060371373022,2020-04-13,4,4.0
64,sg:03e01e84d5804726b62e61488c58d7ee,060470008022,2020-04-13,4,2.0
65,sg:03e01e84d5804726b62e61488c58d7ee,060990008062,2020-04-13,4,2.0
66,sg:03e01e84d5804726b62e61488c58d7ee,060990038031,2020-04-13,4,2.0
67,sg:03e01e84d5804726b62e61488c58d7ee,060350405001,2020-04-13,4,2.0
68,sg:03e01e84d5804726b62e61488c58d7ee,060990038022,2020-04-13,4,2.0
69,sg:03e01e84d5804726b62e61488c58d7ee,060990038051,2020-04-13,4,2.0
70,sg:03ebd511b5f34c238cf8f5df63cb5da3,060014087003,2020-04-13,4,0.0
71,sg:03ebd511b5f34c238cf8f5df63cb5da3,060014087006,2020-04-13,4,0.0
72,sg:03ebd511b5f34c238cf8f5df63cb5da3,060014062014,2020-04-13,4,0.0
73,sg:0435bac93e1f4f67b13d636a05b70fba,060590881051,2020-04-13,6,4.0
74,sg:0435bac93e1f4f67b13d636a05b70fba,060590218201,2020-04-13,4,4.0
75,sg:0435bac93e1f4f67b13d636a05b70fba,060590626143,2020-04-13,4,4.0
76,sg:0435bac93e1f4f67b13d636a05b70fba,060590870022,2020-04-13,4,4.0
77,sg:0435bac93e1f4f67b13d636a05b70fba,060590881062,2020-04-13,4,4.0
78,sg:043da4501d754e3ea441111bbae1da6d,060373017022,2020-04-13,12,4.0
79,sg:043da4501d754e3ea441111bbae1da6d,060373025062,2020-04-13,4,4.0
80,sg:043da4501d754e3ea441111bbae1da6d,060371281021,2020-04-13,4,4.0
81,sg:043da4501d754e3ea441111bbae1da6d,060374803032,2020-04-13,4,4.0
82,sg:047cff329f264b33b1c20711edfbd188,060014104003,2020-04-13,6,4.0
83,sg:047cff329f264b33b1c20711edfbd188,060014052002,2020-04-13,4,4.0
84,sg:047cff329f264b33b1c20711edfbd188,060133490003,2020-04-13,4,4.0
85,sg:047cff329f264b33b1c20711edfbd188,060411290002,2020-04-13,4,4.0
86,sg:047cff329f264b33b1c20711edfbd188,060014096005,2020-04-13,4,4.0
87,sg:047cff329f264b33b1c20711edfbd188,060014013002,2020-04-13,4,4.0
88,sg:047cff329f264b33b1c20711edfbd188,060014071011,2020-04-13,4,4.0
89,sg:047cff329f264b33b1c20711edfbd188,060014308004,2020-04-13,4,4.0
90,sg:047cff329f264b33b1c20711edfbd188,060014054011,2020-04-13,4,4.0
91,sg:047cff329f264b33b1c20711edfbd188,060014357001,2020-04-13,4,4.0
92,sg:047cff329f264b33b1c20711edfbd188,060014054012,2020-04-13,4,4.0
93,sg:047cff329f264b33b1c20711edfbd188,060014054022,2020-04-13,4,4.0
94,sg:052207a1a0c44d69a951a4be9c90d1d8,060375523023,2020-04-13,4,4.0
95,sg:052207a1a0c44d69a951a4be9c90d1d8,060590762053,2020-04-13,4,4.0
96,sg:052207a1a0c44d69a951a4be9c90d1d8,060591101143,2020-04-13,4,4.0
97,sg:052207a1a0c44d69a951a4be9c90d1d8,060591100124,2020-04-13,4,4.0
98,sg:052207a1a0c44d69a951a4be9c90d1d8,420430241041,2020-04-13,4,4.0
99,sg:052207a1a0c44d69a951a4be9c90d1d8,060650406152,2020-04-13,4,4.0
100,sg:05426739c6b043a6aeb2dff541f3819a,060650307002,2020-04-13,5,1.0
101,sg:05426739c6b043a6aeb2dff541f3819a,060372944211,2020-04-13,4,1.0
