,safegraph_place_id
3643,sg:37c8aaf5ba714098b5429179fb5f5b58
3644,sg:37ca5c490823477fba481b7add1d51a7
3645,sg:37cd2700797046fd80f1f3e562965010
3649,sg:37ef90258d4046c3acfdc78ebb9e3201
3650,sg:37f2ae7284874a5c95378a3014e1942d
3651,sg:37fbb919813149feb4ba84aee417354b
3652,sg:38006bac031b4a80bb9da39807226a98
3653,sg:3803cb5449c04af9a54672a2d926a1dc
3654,sg:380401f25d0d4ddca5120084b2421eba
3655,sg:380428ecd0764edd9b83c0d795e571ec
3656,sg:380709556ca64980aa5fead9f0e886db
3657,sg:380f766be4494584a10e38e179cee94f
3659,sg:381f2238c94b450f8363788650fac877
3660,sg:382f6404cca34b239d342fb1eec0b868
3661,sg:3835dcfb86ba4c0187717cd706cae501
3662,sg:38384ba6cf124d679dda1fd84f0e6db9
3663,sg:383a608796ff4693ad930e9f60c914a9
3664,sg:38437a9c030343199605a791ba9761e3
3665,sg:384472d8d3724e7d8b11ca1efcf556a1
3666,sg:38490e39872247fd86cf08d95fa80fb8
3667,sg:384d13a7e3504f3f9c26f008c158d0cf
3668,sg:3855a8feaaac48269a5fcdb492584619
3670,sg:385aa5b54a3f4482bb72fd8fd8d396da
3671,sg:38626bc5398344789e62bd249fc436dd
3672,sg:386460e0e1824c3b9db757293b81f733
3673,sg:386633c5557547ffb25ca6ca7ee774cf
3675,sg:38704cf94ea74f25a98247d8cab03c7d
3676,sg:3871645404864e1088f84cd53f32353f
3677,sg:3871888b35f343d18c4daf13b212dfed
3679,sg:387f29f5360f41ee9228339acb7b2dd6
3680,sg:3883f1a4b3d847a8baeb272c2cc7e1ad
3681,sg:38957f8c4ad4475686f06a9b2e85f608
3682,sg:3896348f83c94986967f270e0032e9d6
3684,sg:389872173403431fbfa22a9dee60ab08
3685,sg:389a029a1c0c4d748f8861cb380af390
3687,sg:38a0fdae448c4528b949711a9bef7298
3688,sg:38a3370d98224837ae993515dc69f6c2
3689,sg:38a4c149851d495489cdc4b2fc9dc2a9
3690,sg:38ae032023c34ee3ada0a523e87242bf
3691,sg:38af5c4a3fd34f54ac4e2de099a173e3
3692,sg:38aff488fb0b4c7aa6492afb9fb54cdb
3693,sg:38b1cdb4e5664e07ab3bfb8dc7b263c2
3694,sg:38ba9bf6a9c04ff5a934ad6505e2e208
3695,sg:38c48371a61e42ffa88fe1ff7bbfd598
3696,sg:38c5f44fdb9e4f1aa5ac7c40bbaaeb24
3697,sg:38cc5782e0804e7ab8541617dc7e2b12
3698,sg:38d232d43e844731837dfe19581a684d
3702,sg:38dde8823bff42c48d19d9244e61ca10
3703,sg:38e94b1ff9df4d9da35a8de5788fa87c
3704,sg:38f0ace4c30d4eaa96647c17f2d89f2c
3705,sg:38f0bab13afe4be2b0e69baba88c0929
3706,sg:38f2d1069bea41d694e851d6bdca717c
3707,sg:38f455033fc54176848a98a92d86b96f
3708,sg:38f63efa0e3340c8b63594a3474d7d26
3709,sg:38f6dbb40fef4f87bee9f5b2f5f9d6dd
3710,sg:38fc45f565c5405ab87d8bba7ce407e5
3711,sg:3904fa00b213400fbc2418587477b8d1
3713,sg:39087cf15cd045fa9534ba94cbd64415
3714,sg:390f0485bc0240d3b60d8cb9db090fe8
3715,sg:391155ab925f458ca6ea35da138e19d2
3716,sg:3913b269bc5d4d7187f89ffeed2168a0
3718,sg:39176d23d0304972842c3ef8701e7a9e
3720,sg:391d2ff843ff402f8a679749ad7d5570
3721,sg:3920e95ca91d48cabffbd788875a6c5e
3722,sg:392494590a834dd09e514439fc99aa15
3723,sg:39278531400948e0b26a996803610549
3725,sg:392ab3ca789746809cb9685118ad9b79
3726,sg:3933ee3bdf1e4c9cab1e80313ba10d6a
3729,sg:3937c00190a6458bbf92b520745d7805
3732,sg:39480611c46e4eba88fa247ec16d87f7
3733,sg:394a083e973a41f69d2b870f0b02cd36
3734,sg:394bc9b16ec846819a5ac1e5df064528
3735,sg:3953c128409d4275bc69a40a744f5d4c
3737,sg:396c514d5bb34d74b1471d950b19d5d8
3738,sg:396d6b03c4ec4710b9829139d63893b7
3739,sg:3971ea7d719e434093ab3c982cc5575f
3740,sg:397651553a674f558d428b5a2aad00ae
3741,sg:397a747715f644cf81897c2e6e46b38b
3742,sg:39869fde948e4d3ea27299cfe25cf0ce
3745,sg:398d5b83fb01452997a34b8cf2330d37
3746,sg:398e248b4be74332ae00630428991b1c
3747,sg:39974cb5e67d44cc839025951be83c7b
3748,sg:3997a6244fa84b388a756547e10fbc8b
3749,sg:399efdd102864e968fcf13483ab2b848
3751,sg:39a3be1be88345ca92c9f417b4726cef
3753,sg:39a757bd4f49414cb28d20c057c5cc31
3754,sg:39abc401f9424e5bbd6b0a2819f02be0
3756,sg:39ae9204197b4328a192522209f18bb9
3757,sg:39afd5634b784b1f9ed2bd8ded0bf799
3758,sg:39b02d14d4f741a0a0dc2d478bad5ff7
3760,sg:39bc4c82504a4548829e0b3fedca5478
3761,sg:39c7feecbe9246058fb76c464e7c9ab9
3763,sg:39cd78aa7fa84a9384cc1c1a6aa67800
3768,sg:39dfc2fb2df14329bb95208b3ee2927d
3771,sg:39e96bdc3378437b9ad6736be107f2aa
3772,sg:39f1b20361f146ec93cd6e11efcd76f9
3774,sg:39fbf8eba6ef4abda472dd67060014dc
3777,sg:39fea0f50e144cbeb24aae4a9a67bd68
3778,sg:3a058fca57144fedbc7589dfb74c31a2
3779,sg:3a0a1be004344a4ab34a27cef6df58cd
3782,sg:3a211f2f7984425dbdf0a4aa3cb0777c
3785,sg:3a2a69d3f1584282a430251fb80abe83
3786,sg:3a2fa7b0208040bea5338daaaab5313d
3787,sg:3a304697b8164a219ccca2eccb4e9ad7
3788,sg:3a3437aac40849c18e8122f9690ab8bc
3789,sg:3a34f065828c453193aebc54af83dcf5
3792,sg:3a396c92926e4bf2846e64aed1b34a37
3794,sg:3a3cb62f10984f76aff8f5fe66c35611
3795,sg:3a4127b7941d457cabb192284cc42a27
3796,sg:3a43a31630e042e49049945455b5ea68
3797,sg:3a45087b89b34d4ab2b399d61ba841f2
3798,sg:3a45ecb0bd134d46b27e36b2f6fbe684
3799,sg:3a471be53b014ed88dcbe743214fbcf9
3800,sg:3a4edcf539d24bd397f55e36c4a1fbc0
3801,sg:3a50932562704357922eb4ee2c81421c
3802,sg:3a5254dff0f74f85b0fccd7a64b49d8c
3804,sg:3a5a7725b5ae42298f424e8bc93092af
3805,sg:3a6175995f6740f398353627cc736dea
3806,sg:3a68002cef994a6ab41838f233b9cf21
3807,sg:3a69e8431e2645eead09a16e4d51a37b
3808,sg:3a6c22af6e4346989fd455c9d9177822
3809,sg:3a6fdeda9f9c42d6873e0b713f28dd3b
3810,sg:3a7230ae54a947cfa49c353ad06e1210
3811,sg:3a871223b76f499bab46f949ed208869
3812,sg:3a8d8a24074e46a39ad46a8cd3bf07f2
3815,sg:3a8f0bb0a0934aa1a0b0c79acb92c96f
3816,sg:3a92c826776f4ad6b60347e8bcf88ce4
3817,sg:3a93c1ef6cfc4d13be9327ea86005be8
3819,sg:3a96bed669034753a3465be6e5a2fac8
3820,sg:3a9907e1250a4760bd5a464310882700
3822,sg:3a99b3e7f74a4c14aa3919956d26947c
3825,sg:3aa4e4296a344c46abb7ebfeade5caaa
3826,sg:3aa5f57830c34cf28cf669f137d3546f
3827,sg:3aa7a4cfd19b4cea8c19774d874243f3
3828,sg:3aaeacdcd0764ad4aca1c50dc3fc0ab1
3829,sg:3ab5d895459043ff8fbe376471a3bb85
3830,sg:3ab6292cb3654ddd9ec8ce897f0b8bf1
3832,sg:3ac0d567703b4c23b56b1051ebfc60a1
3833,sg:3ac22293381244b49e481677ca4ac8db
3836,sg:3ad0d28ca0794074b2cbcaabe104a57a
3838,sg:3ad798c9eee941f19aab2cc6d7973852
3839,sg:3ad79fa62a614598bc53d17b787bf9c7
3840,sg:3ad7b988e1a2497694b507a2760769cb
3843,sg:3ae2efc7c0204aaa856c83630b4908be
3844,sg:3ae63d60489c49b8b9b537bd380b5d71
3845,sg:3ae7bfd327334ef6ad15397e3096273e
3846,sg:3aeb47ecd348490aaf926109a1600d9f
3849,sg:3af0889512b84477b1dafc5fb86d1ce8
3850,sg:3af1b2c5a50c4d0fb1ce4f3f0c8d5627
3851,sg:3af3637f68af4fb6a278f07cbb360345
3852,sg:3af3a50dfd22442cbf62c662da263c1a
3854,sg:3af5fec3b3fd4ad395c5c19efc26c519
3855,sg:3b016958df614ef5938f918286299170
3857,sg:3b1a9735ee434866b0f983b3e60c4da9
3858,sg:3b20c0ca47d441c5a165fddf35c61c98
3859,sg:3b34701c09ad40ccbd801f54c79d1060
3861,sg:3b3729ffe2374e7e84186c98fcbe087c
3863,sg:3b3df377000f45baa097e47c0fe5f56b
3865,sg:3b3f4418171f4c67a9452b51ca7b2075
3866,sg:3b4475ab7c6447c08aabd2a0b8a8388d
3867,sg:3b4d4a4fda994dfaa68eb7d230140e03
3868,sg:3b4fd08fdc0f485b9513ab2062b870ec
3869,sg:3b50354cb54646dc9e10a243e755b419
3870,sg:3b507b3971314c57aa6dfd7a9d91629d
3871,sg:3b5129d68f2e417aa31befccf9dc1f6d
3872,sg:3b53f5357b3540ae8062818375dd1e40
3873,sg:3b55d23903174cbcb06105c6b213019d
3874,sg:3b59a0698eb141aa834ae3f97ef2506f
3876,sg:3b5e3583e8ec423eb9f07b2a1169e4e4
3877,sg:3b6351754401433dadf2f33ebaf0b706
3879,sg:3b6b0fb03c0841bc9bf8a21a926a50f7
3880,sg:3b6c30adced74bae83579b1c7d04eeb4
3881,sg:3b779c70bed34f57b6cea4caca0ecc09
3882,sg:3b7911ad9a094d8bb4751a27f08372c9
3883,sg:3b79a5536daf4ac7b481c964b14e7028
3884,sg:3b7c3a19fec8446e81e6793621ebfece
3885,sg:3b7d40d08a3a4bfca2acaf27fb05fd95
3886,sg:3b7d5fe34e904dbeb6e8583f1f2ad94b
3887,sg:3b80c9ea4bc04bb7bac5b483336a4cd4
3888,sg:3b82484b3a2e493dab97b13981a5bcf1
3890,sg:3b8cdbf22d014d51a042c56acb396197
3891,sg:3b91135ef6ca4944a95d686452054d5e
3892,sg:3b991b7c347a4d97aa5884e48d670f54
3893,sg:3b99b860062841a1b4e9f32bef674340
3894,sg:3ba3ac7df26b4ad79629bdc21c5c72ec
3895,sg:3bacc77df82e4fa8967c00442ecb7817
3896,sg:3baf697b9fac42d1afbd965232a4cfa1
3897,sg:3bb1c1ef25f54d6e91fc68c557363f76
3898,sg:3bc12eae8660403881ca415dbec184db
3899,sg:3bc1b50377db46678ada1c8e64474726
3900,sg:3bc79886381d4d209c173f7a3294e67c
3901,sg:3bc9402223354ed9a2f0647f61f2ce01
3902,sg:3bc96e7ad3e9486bbc96ac97901ffd7e
3904,sg:3bd79afda74a4a17a296b62b6a6be901
3908,sg:3beab0145fd54047837e06682ed0c6f2
3909,sg:3bf09a69183741b99e9ef41801d111da
3910,sg:3bf3894ad5fa442988d2d4c84ac8ea8a
3911,sg:3bf5a3561cfc40528f03c18109ef302a
3912,sg:3bfa53096f344afd9a07176b67cecc9f
3913,sg:3bfac21d9eec46528bb5dffcd36eaf7b
3915,sg:3c01052065ae44b79f7aa362e2f79eb9
3916,sg:3c086d9ede314712a1ce2506fb3732a1
3917,sg:3c08db3f4b314f98b17e495f78b4d014
3919,sg:3c142657f5b041958b9dde95b2f6579c
3920,sg:3c15a4225067461fb637f3f23372a519
3922,sg:3c15cb9ce852421c8ff4ad19ffe5dacf
3924,sg:3c19f45626c24d6db31fa70b9f7a7035
3925,sg:3c1f650e60a246cfa6830203e8dbf332
3926,sg:3c257cc04d0f47f58dfc5764e89c39b4
3927,sg:3c2a61a4ac48472ab63afc4375529e8e
3928,sg:3c2c2a4adf184aa0b7a22d7680157bb0
3929,sg:3c2deea7e3cc4bcd9f4b208074a16e7f
3930,sg:3c2f560c679943889a2e260418c64c68
3932,sg:3c3b2a9e329f446da5721aa8a439b252
3933,sg:3c3b33fb8d4b454b8c3459f1a851321e
3934,sg:3c3e5891656845cb9fe0abcc6e3c458a
3935,sg:3c4686234edb4806ad2d19bfa3c6f3a7
3936,sg:3c49dbbd0dcd45bd86030db0fba7dc26
3937,sg:3c4ba789c61848468e2b7ea83082d5ab
3939,sg:3c5cc83dcb1e44afa3ee1f5e102597d5
3940,sg:3c5d4111921f4019b0ac7ff8fc242616
3941,sg:3c68acb88019432a8dc3f96c68002070
3942,sg:3c695e8f16714418bd478394b512a2c9
3944,sg:3c7034c16b164d2391352f5b2d320008
3945,sg:3c720ffb51e547e1a325eef7a148e227
3946,sg:3c782819286b431cb4ed568c5cfa299d
3947,sg:3c857441b23148318fa1b2118f31eaed
3949,sg:3c885f1ccd934632b5b677f4cecb5b8d
3951,sg:3c8ee4155fdd4f03999cd880382f176b
3952,sg:3c8f565067664be4bd556d5606c92a76
3953,sg:3c905406ceb04f1dafe0ac67d5b53905
3955,sg:3c999012412946ef9a4cc51c47c477c1
3956,sg:3c9d563352a8429cb558a9057a976d2a
3957,sg:3ca486b2e7e048b18ae998aea2304c9b
3958,sg:3ca60fafa8d24ecfbb6f0c62efb8c1f9
3959,sg:3ca934b5f64241ce91fd710d6d2b6455
3961,sg:3cb8508734ba4faa894f2c67d4c112f7
3962,sg:3cb8694e7ad046a0a10057669d2d3a1c
3963,sg:3cbadd8723694038b64b7f0e3d198612
3964,sg:3cbcde80ad944b72ad6c99f2c18d9d55
3966,sg:3cc434581e9549eabc45f368dea6052e
3967,sg:3cc85967635341dbbdf8515ae1584ed0
3969,sg:3cd1978a18d845a1af9b91188ffee904
3971,sg:3cd8fd5f76bc434c983a5c5dbc4ccb4f
3972,sg:3cea4cb9e24e491794a0a66c9b45b042
3973,sg:3cea55a208264409b88343fbca9f5f29
3975,sg:3ced0b56cc0e48dc9c0d92ee5e2e54a2
3976,sg:3cefbb1c807d4034848d0a870a0c457d
3977,sg:3cf195fbc1e74c46ab464538151b3b67
3978,sg:3cf1d97c2bae46b38d6a1da9ab616f2d
3979,sg:3cf89445f9784697af481d79af96daa3
3980,sg:3cf984c87ada40d6ae58696d666dd7a9
3981,sg:3d057dafec4848f687a1eb938c6e2860
3984,sg:3d2715d151f543cca9f1739361b48cf1
3985,sg:3d2c295799a34cf09a135fa604c15bc5
3986,sg:3d2d67a0a8fd4a78bd7389f49d2a476a
3987,sg:3d371d9cee0d4c169d38492dc5e951a8
3989,sg:3d44d032cc0249b4856b31929adc8cb7
3990,sg:3d466204147d4ada89c1c4b3131180a1
3993,sg:3d507f27681f49608a64442787b35907
3995,sg:3d61944e033b4096be4b5cc7c559cdea
3996,sg:3d646cbfe5e34e9a94736b797eb28fea
3998,sg:3d687c127b4147d687c93006d4944d12
3999,sg:3d69c8ecc8154873951cfa5e01786b7b
4000,sg:3d6b721473f24d459d4a7e2b1e471a61
4001,sg:3d6c3523925d4fc4b2497e7517bbc614
4004,sg:3d802d48d6a8412f968f3937fa0a1100
4005,sg:3d825b0d22314fb6bcd33ec8c1793194
4006,sg:3d829bbad876406e92a6b2856b8edee6
4008,sg:3d8d08368c464a75b4307518f0afed51
4009,sg:3d922cbd988645a78fdae437767ba5d2
4010,sg:3d92a23177f9489f8d3143912c228ae5
4012,sg:3d96adc46d714f82802f0e2269328b36
4013,sg:3d96b35fff7245c48ee96ab224d095ad
4015,sg:3d9e0fa06b1d4fc6a2d46599cd2edccf
4017,sg:3da89386e8654378993d4f301ffa6c42
4019,sg:3dabc24401f549979a924d187f4a5826
4020,sg:3daced9bf9cc44b48ae2a31ac3cf6330
4021,sg:3db59f8a2cd14b38a4acc6b1b86e48ba
4022,sg:3dbd8b73c9634f3eb7e3a4b125a58d57
4023,sg:3dc0f991e47042cabf883078af5b52f4
4025,sg:3dcbc258c5ad4af5924a2e53879f020c
4028,sg:3dd163daf21d49e6aacfdcb44d6049d6
4029,sg:3dd1f41028744c6cbc6ed5afff565fe3
4030,sg:3dd1f8a2075849f8a943a2c32400953e
4031,sg:3dd3773048f04fbf826705aff954e31b
4033,sg:3ddc92e739d74d478f05b8c91fb88e0b
4034,sg:3ddf9c99d8cd45c9bcf7045ebe4dfbcd
4036,sg:3de023ea6ea242758384eb26ca399708
4037,sg:3de152159d0b47fbae8bea1daab52636
4038,sg:3de19106394c4421abd32b22658d37f1
4040,sg:3de43769bd33467db12d730500349b3d
4044,sg:3de909bbef3b4d32ad19098321ad6d87
4046,sg:3deab98ce28b43aca459058b6def74a3
4047,sg:3dede36ec67d48d7a49d57828a3f63d7
4048,sg:3df1abb33ec14a95b46c9e777dc7532b
4049,sg:3df658aa12e14f888eaaba98caed11a5
4050,sg:3df6804760434628bb972cb6e7067f9b
4052,sg:3e090a77b3a54110b2eee91a1efd6ad8
4053,sg:3e0939ff29904895a7bc126fb81ea854
4054,sg:3e0b0b2c142a4fa59a0deeb99ae696d5
4055,sg:3e0b1392f540425781b884c30f4b9bff
4056,sg:3e0bd6299822444bb4d692b71db1c2d1
4058,sg:3e0e678ca10046e59ff1a299ab8ff191
4059,sg:3e0eca77a94c4b5d8e798a308e15ddbf
4060,sg:3e11a870197f4e37a4ea6cd7a08893b2
4062,sg:3e145d09cc2846b58f80ef6ce87b942a
4064,sg:3e214fe2e37b4ed091adccca3d610c74
4065,sg:3e23fef6f4054853b624be3846ec436c
4066,sg:3e255ffa7b164f548546d158a9c587cc
4067,sg:3e2937fc432f4d3aa04e2d0042d0d68a
4068,sg:3e2e8f1d8a46403f9fc24d0a32be37a5
4069,sg:3e32bb4267a04151bd62cac7c5a8fa09
4070,sg:3e35c52921f1440585ad4b3704333f84
4071,sg:3e373862a594446cb0997114a8720dcb
4072,sg:3e388fc3c0574f82ad072c9d93d3cb1a
4073,sg:3e4110d9b5e642e0b7317c335fcbb0fc
4075,sg:3e460a1ddb0b444e9c1898319a96ed85
4076,sg:3e46626e4eb44b68bc743638a70921e2
4077,sg:3e46e9e75a37406387adc84034875018
4078,sg:3e57109bd99d49caa925f95e3e9a8c49
4079,sg:3e57348025824b538b4cb72cb2648086
4080,sg:3e59e230bb774e34b1093de8546a5abb
4081,sg:3e5e0a1b5cfc4f268fd6cd2ddcc31d12
4085,sg:3e6f1551951544fea34defa4a0c69045
4086,sg:3e739ff9aeb7468ab786eb02575c4db4
4087,sg:3e75d931d8a044c98a60985f1f584031
4088,sg:3e779907722b46b0b0e9f0daf4712f1b
4089,sg:3e780cbc81c0459f970af2183479f27e
4091,sg:3e7af197943a400f9796d41b9e01cb7b
4092,sg:3e7b8848ddc543bca4496f1396331c49
4093,sg:3e7ed2245c184c2396cecd9a11e24c57
4094,sg:3e7fb13eb50a43d29d1cb498b2d44eea
4095,sg:3e81de683c81441dbaa6c956be46aafe
4098,sg:3e966d8a6b4943ecb260850afbc17bf4
4099,sg:3e9e1744aed04bad95f0f42e72ab1d4f
4102,sg:3eb0df9371a54c9ea891b361963556b1
4103,sg:3eb2467f4ebc4807a51edd393d65bce9
4106,sg:3ebaf7c65cb649b79c8d83a8e88194ee
4107,sg:3ebc365c40e7408a83deabd115259d1a
4108,sg:3ec45b58549a4e238f5d77015f889b4f
4109,sg:3ec4bca8f3ba44738170cdea75b0ec1a
4110,sg:3ece601ee4ed47f4b65fd8d1d6f0d666
4112,sg:3ed21625b2c84a54a31d0a263d957fe2
4113,sg:3edbc505513944d392cfa2d94ac92282
4115,sg:3edf0e9a88654c2192f7e16c31ea06e9
4116,sg:3ee3ff127b204c9ea7464e754b795b36
4117,sg:3ee47a9f6dbf40d1980d9ee540c63784
4118,sg:3ee53869f76f4fa5b99875aeb26e31a7
4119,sg:3eeb457ae0e9481e9c480f23404a8427
4121,sg:3eee75c38a42486fa6564acf2d4e59d9
4123,sg:3eef4fc473f4416cac5148938b32b5a3
4124,sg:3ef3a0aa08f14df5afee101170442df5
4125,sg:3ef3b90a392a41a98d9e4da048777298
4127,sg:3efa01adfeb948cf9924031a986cb058
4128,sg:3efaf0154f7942ecaa671c597757d9bf
4129,sg:3efc0e31ae6b4489960e52af31da213f
4132,sg:3eff54d8e46d492c928e4aab86bc41bf
4136,sg:3f1505eba96f42ea84d3a24692965d55
4137,sg:3f17f7ec354f4fefb9acb238aeb724c5
4138,sg:3f183867e19444939ec6c39c66c370f7
4139,sg:3f19debf814040de8f3d9c9393e0b795
4140,sg:3f1a193cabe84e3b99a6f60cec404ce5
4141,sg:3f1c31e0633544b4b96172693ad57ba4
4142,sg:3f1c78156d5942769b622b68253b95e3
4147,sg:3f3018fcba324868961eb689d309134c
4148,sg:3f33d365704c45b08b1eb73e9b0d413b
4149,sg:3f36b950da314f7b93384a569670353d
4150,sg:3f371ab24cce463abc8c5eed814d8892
4151,sg:3f3966cf87f640a59f867d3213936a03
4152,sg:3f3a25720a33469699f80134183b267d
4154,sg:3f4066c07a1f4e7791a2681f9ce2fc42
4156,sg:3f487a1214ab4e4a8487ef05904845ed
4158,sg:3f5208b1ce0c418386ab370ca978f9d1
4159,sg:3f5441d95ffc4777a4293b3947541ced
4160,sg:3f56f4168d5d4bafa4d8b6741361a662
4161,sg:3f5df665182d4b36a51a6c8847d572e9
4162,sg:3f5ff67b8f954d689361bb9198db97f6
4163,sg:3f6725a9a7ee4c5781bc8e172436d6e1
4165,sg:3f6c24e68c1748cda3bcc9ec4695d278
4166,sg:3f6e01ec623448c9a118ed09933f0e39
4168,sg:3f70e7b624904ae0a5c8cf86f3c57875
4170,sg:3f7b30f59f8a4f2b946d089c5f9ba371
4171,sg:3f7bf7309ded4d4ca49dd32ce43dc969
4172,sg:3f858902e2924a84b1c8d1b77149d7b2
4174,sg:3f908f345a86400091cad7df71577eb8
4175,sg:3f90ac51557a4081a6fe64f1e74325ce
4177,sg:3f96d8d314a94c25812b1f126f2f1e60
4178,sg:3f9aeffb1c6a4588ae6a3ccb06501ae9
4179,sg:3f9b46f9b685424ca586ffa8a6ca3fe8
4180,sg:3f9f39b5282744e1bbff38a00fae7fed
4181,sg:3fae17b8c3774e74a82c2de7e5cef9bf
4182,sg:3fae95cc7ce24b6c9cbc33b3d5773c35
4183,sg:3fb66cbcca5d422da2823d6afb06bf03
4184,sg:3fb8422aefd04af195019957142a6e60
4185,sg:3fb9bda1e37a4e2188f2d1507fe8362c
4186,sg:3fba03dcf443461296bb1ba5e2d3ab80
4188,sg:3fc80f37e15f4dacb10dc25dd2e968de
4190,sg:3fcc780ba2e6474eb277d44bee9969b4
4191,sg:3fcdf156e84a43129296c25f7ad36976
4192,sg:3fd08b0870894ae4b0d0841687156895
4193,sg:3fd22db1ad3e445384a7f223f2fb03ae
4194,sg:3fd2c281e0494fd0ac6257cf0a405571
4195,sg:3fd6dadeb33b4f6bba78b1ef2214f17a
4196,sg:3fda63379de44dd28c3d89c4c7402863
4197,sg:3fe45ab28ae343788114f28a667b9d6d
4198,sg:3ff140070efc45c99cf60bf20ccda50a
4199,sg:3ff1904770db4ea2a6326e072a3ea171
4200,sg:3ff1b799ead74c60a42c97b518e91fa3
4201,sg:3ff6b41cfced485997e9e6e6ca61f2b7
4202,sg:3ff7f29674094db2bad612936ff7b5aa
4203,sg:3ff9c496532a49438305f22e1167839d
4204,sg:3ffcbd2af87e4000bcf5341beddd51df
4205,sg:40206253fb074b0fa5d80463ed91b563
4206,sg:40247059ffe34fb7899eda3c38758cf8
4210,sg:402eadf4f6e74309b2f925135490dc4b
4211,sg:403896584fad416e8f3c911718f2dfef
4213,sg:4041b545c26c42b482d540147a73a181
4214,sg:4042dd4c9ff349ab995faf0690d95bb6
4215,sg:404b9877379b44e2981a4b71cb5ac2c9
4216,sg:404c08b094d3468185c595d72112cff8
4217,sg:4054083f465f456fae1078b05c3163c5
4218,sg:4056cb63d29b485dbbed7f4c658f7efb
4219,sg:4057bec2306b4346bd80818e935c53c7
4221,sg:405b4e339de8466bb152da2dc266b47e
4222,sg:406d59fc659a44af8e59c6798e04bd82
4224,sg:40750171725446c08cc76d794b995730
4227,sg:407f42fe13354160a4406856f1aaf4a0
4228,sg:408bcb8d2b85460b9032c3b31efdab4a
4229,sg:408c0f45103143bbb1efb2f17421bac8
4231,sg:4093094d175047fea8163366adabac3f
4232,sg:409311a76db443d3a412ee6cda443af0
4233,sg:409f5673849e4a429332979573e0defe
4235,sg:40a754ee5cc24e769c8902d180d3df9c
4237,sg:40b059665bb74e5eba09fed5c1f7191d
4238,sg:40b2b4b5dc6d437992e14399af3bda97
4239,sg:40b2fed177814ae18169426900046673
4240,sg:40b35c1c0b2c41e2a7028642226f3068
4241,sg:40b7ea3b9a264be1a741f86685c3683c
4242,sg:40be627d6b4b4f2e94c56120b3c6f9f4
4243,sg:40c30a0bc0fe41178c5bf1d9189eb8bf
4244,sg:40cd2264d67a4c4bb93ddb1440df9600
4245,sg:40d32560c2794430a2e692dfdeecdef0
4246,sg:40d6b3d2593b44a58e59068d738e4b2e
4247,sg:40de881580204f278b85bbb31cbd0400
4248,sg:40e80a6b628e4891a145fcf0d5af4632
4249,sg:40e9abdb447b4f328d4f78869b178270
4253,sg:40febbc690d145979097f14c43d75467
4254,sg:41016c0dd67d4a49b51cb55afa4beac2
4255,sg:41045021a4a04571b58ee9b6363862ca
4256,sg:410571f786c24f6b96d0a51c735d84df
4258,sg:410a5a1a4186401892655be5e3836efb
4259,sg:410b8a567b944b508d5e27d050dd5e6d
4260,sg:410eec9e0f3f4a6dbcc772addcbed009
4261,sg:41117f69e39f42e9bd48c4da1a93d928
4262,sg:4111dbc65de6498180a827e070169c06
4263,sg:41152f6d076343679e1e339681b9c32b
4265,sg:41192c2afa1e4ae09b5511a2c1f4a55f
4267,sg:4123830aaef64900a7f0dca80a2fe5d6
4268,sg:412884e040ce4168a671d007c38d4a84
4269,sg:413b4d15385d4c429b4edcd7d11ee10a
4271,sg:413faaccb57d40228f5d1a0b716fcd98
4272,sg:4144f7ba76024216aa7d4653f48284d5
4275,sg:415915f0217543ca907490f4a2785665
4276,sg:415939ec07df4569a3fc00cbefba9e72
4277,sg:415b7bce54c049e5853809f4b311c775
4278,sg:415b7ddde9ee4722a8529886d8eb6f24
4280,sg:416129e1ac684548b40cf81f4097192c
4281,sg:416900955b3746fd820339cf2ca4e392
4283,sg:416d89f4173941e2adf62e853db1dab2
4285,sg:41722e410584434e9e1802910d703d55
4286,sg:417adcbfd6324d208ba93afb32ae7e88
4288,sg:417e059270294b2fa15c9cb6c321b16c
4289,sg:417ea1c092c3481498e62796d2cc3b37
4290,sg:4180bf70ddf7462281a57dd73d948043
4291,sg:4180eb1c0f304d38a9b5b426d4c018d7
4292,sg:418872aa911649ae8e45f46229c960ca
4294,sg:4193e16f0f62499f9e1c4ef4f33612fe
4295,sg:4194b38e05304a1c90121b847a72b523
4296,sg:419fbfc8104c42ee95477cb591265c13
4297,sg:41a233dfdb3549c99c80d8f6b26deb26
4298,sg:41a8a7bf2b694462918e193d45e0d57b
4300,sg:41aae4a9f2614aefafadb2afc05c50f0
4301,sg:41ad4e84a496459f90afd5ee6009113c
4305,sg:41c1febc041c4ac9bc51d06952110019
4306,sg:41c28c9262a34350975d319367c5f863
4307,sg:41c598e1d2f34c4e9371e872ec237cd5
4308,sg:41cd7c43167a4e5c8a2517f3e4c389c3
4309,sg:41cfd9e8eefa4f0687656312bc0d71a9
4310,sg:41d78a6f21944035ad99515b89338239
4311,sg:41dc8b5979fa4a57acdff08566cbeee1
4313,sg:41e2600f869241ab99f991f475311b14
4315,sg:41eb6250850a43768c2f0d50d5273649
4316,sg:41eb7ac2d80846ec88ed5d232a6909f9
4318,sg:41f07eeef9904570a2449083b75c8de1
4322,sg:420434639f8e402a9e6079f2708c06f2
4324,sg:421007a2b006432dabcdbec71091fd9f
4325,sg:4210149a824249c18ec0a4ecedcd7e00
4326,sg:4210e4b1ddff468d86494c99f61b2918
