,safegraph_place_id,cbg,date,visits,size
0,sg:000af9a3aeb94c8d9e2f8fa933b88ae3,060133521023,2020-04,4,1.0
1,sg:0037a4917b2d44b694428ca6b71ce405,060971514011,2020-04,4,3.0
2,sg:0037a4917b2d44b694428ca6b71ce405,060971518002,2020-04,4,3.0
3,sg:003bec057f294ab48127e9f723fb993f,060290051042,2020-04,4,0.0
4,sg:0044e318bb7747e69f23b64fb846666b,060590320423,2020-04,7,3.0
5,sg:0044e318bb7747e69f23b64fb846666b,060590320552,2020-04,4,3.0
6,sg:006bd646ccdc435f9050778ad73139b9,060855045052,2020-04,4,0.0
7,sg:007b14c986224df78a96ee811e966adb,060411261005,2020-04,4,2.0
8,sg:007b14c986224df78a96ee811e966adb,060971513093,2020-04,4,2.0
9,sg:007b14c986224df78a96ee811e966adb,060411121004,2020-04,4,2.0
10,sg:007b14c986224df78a96ee811e966adb,060971508004,2020-04,4,2.0
11,sg:007ca5c9f9874e0ba8e3664126025ac8,060855029091,2020-04,4,5.0
12,sg:007ca5c9f9874e0ba8e3664126025ac8,060855072053,2020-04,4,5.0
13,sg:007ca5c9f9874e0ba8e3664126025ac8,060855029014,2020-04,4,5.0
14,sg:007ca5c9f9874e0ba8e3664126025ac8,060855034012,2020-04,4,5.0
15,sg:007ca5c9f9874e0ba8e3664126025ac8,060855065023,2020-04,4,5.0
16,sg:007ca5c9f9874e0ba8e3664126025ac8,060855029081,2020-04,4,5.0
17,sg:007ca5c9f9874e0ba8e3664126025ac8,060855029062,2020-04,4,5.0
18,sg:007ca5c9f9874e0ba8e3664126025ac8,060855031084,2020-04,4,5.0
19,sg:0094ab131e3d45108bee2b17c7d15497,060290033062,2020-04,4,0.0
20,sg:009932702cb54830a58f5b650784e301,061130106072,2020-04,4,1.0
21,sg:009f99d28d784118942bf0473c5edb78,060670012003,2020-04,4,3.0
22,sg:00a15c25a7ba4896a438d77884f4f63f,060591100143,2020-04,4,4.0
23,sg:00a15c25a7ba4896a438d77884f4f63f,060371064061,2020-04,4,4.0
24,sg:00a15c25a7ba4896a438d77884f4f63f,060375528002,2020-04,4,4.0
25,sg:00b32e5bf3674310bc889acd9672a8d7,061030007001,2020-04,9,4.0
26,sg:00b32e5bf3674310bc889acd9672a8d7,061030009002,2020-04,5,4.0
27,sg:00b32e5bf3674310bc889acd9672a8d7,061030005003,2020-04,4,4.0
28,sg:00b32e5bf3674310bc889acd9672a8d7,061030004002,2020-04,4,4.0
29,sg:00b32e5bf3674310bc889acd9672a8d7,061030007004,2020-04,4,4.0
30,sg:00b32e5bf3674310bc889acd9672a8d7,060210105012,2020-04,4,4.0
31,sg:00b4add352e848cf8d0fd5f757d676f5,060372972022,2020-04,4,4.0
32,sg:00b4add352e848cf8d0fd5f757d676f5,060372951032,2020-04,4,4.0
33,sg:00b4add352e848cf8d0fd5f757d676f5,060372947013,2020-04,4,4.0
34,sg:00b4add352e848cf8d0fd5f757d676f5,060375019003,2020-04,4,4.0
35,sg:00b4add352e848cf8d0fd5f757d676f5,060372969013,2020-04,4,4.0
36,sg:00c46b9506d049b291fd0364c28a4fd2,060330004001,2020-04,6,3.0
37,sg:00c46b9506d049b291fd0364c28a4fd2,060330010003,2020-04,4,3.0
38,sg:00ca9d97fefb4545bd7818c4d0f1e470,060855053014,2020-04,4,5.0
39,sg:00cedfea472441e5ab2ef6d925f75d00,060670070201,2020-04,4,2.0
40,sg:00cedfea472441e5ab2ef6d925f75d00,060670061023,2020-04,4,2.0
41,sg:00d753158e9449078adf72f8db023bd5,060630004003,2020-04,4,1.0
42,sg:00d753158e9449078adf72f8db023bd5,060670081203,2020-04,4,1.0
43,sg:00e209f3d03f48679bed3d5587f6c332,060855031171,2020-04,4,2.0
44,sg:00e209f3d03f48679bed3d5587f6c332,060855120371,2020-04,4,2.0
45,sg:00ed83fabae14a3fa465a69e5144f6df,061130112063,2020-04,5,3.0
46,sg:00ed83fabae14a3fa465a69e5144f6df,061130112043,2020-04,4,3.0
47,sg:00ed83fabae14a3fa465a69e5144f6df,060670081432,2020-04,4,3.0
48,sg:00ee844898dd480abaeb4507478aa911,060730089011,2020-04,4,1.0
49,sg:00f850a0dad346189707500cc06d515a,060230110001,2020-04,4,1.0
50,sg:00f850a0dad346189707500cc06d515a,060230109011,2020-04,4,1.0
51,sg:0102fa5c13d948ba894c61ea4cb09792,060730100132,2020-04,4,0.0
52,sg:0135c8cf2d9a46bf89cbd67cb705177d,060372626044,2020-04,4,3.0
53,sg:0135c8cf2d9a46bf89cbd67cb705177d,060371319001,2020-04,4,3.0
54,sg:0135c8cf2d9a46bf89cbd67cb705177d,060372240201,2020-04,4,3.0
55,sg:014867a98281449da434ee19557dfa79,060375528002,2020-04,6,4.0
56,sg:014867a98281449da434ee19557dfa79,060375526011,2020-04,4,4.0
57,sg:014867a98281449da434ee19557dfa79,060591101082,2020-04,4,4.0
58,sg:014867a98281449da434ee19557dfa79,060375527005,2020-04,4,4.0
59,sg:014867a98281449da434ee19557dfa79,060375503002,2020-04,4,4.0
60,sg:014867a98281449da434ee19557dfa79,060375036013,2020-04,4,4.0
61,sg:014867a98281449da434ee19557dfa79,060591100143,2020-04,4,4.0
62,sg:014fd213172a4b82a1eab46d3269debd,060590117112,2020-04,4,3.0
63,sg:01512b8e8f1d465facca0244bc072396,060730085033,2020-04,4,1.0
64,sg:0160f3c8fdda4ccab560de141d07f725,060830029142,2020-04,6,3.0
65,sg:0160f3c8fdda4ccab560de141d07f725,060830016013,2020-04,4,3.0
66,sg:0160f3c8fdda4ccab560de141d07f725,060830017062,2020-04,4,3.0
67,sg:0160f3c8fdda4ccab560de141d07f725,060372771001,2020-04,4,3.0
68,sg:0160f3c8fdda4ccab560de141d07f725,060830016041,2020-04,4,3.0
69,sg:01666faaff5245bcb2dd2d828128ae8c,060371171011,2020-04,4,2.0
70,sg:01666faaff5245bcb2dd2d828128ae8c,060371993001,2020-04,4,2.0
71,sg:017fcdb31c0040d799e6c9cca250d056,060855080011,2020-04,4,0.0
72,sg:018e0254f03f41b28f8de11e2cd51cd0,060770036022,2020-04,4,2.0
73,sg:018edcba92104d18b92f74481337d537,060371048103,2020-04,5,4.0
74,sg:018edcba92104d18b92f74481337d537,060371194002,2020-04,5,4.0
75,sg:018edcba92104d18b92f74481337d537,060371048211,2020-04,4,4.0
76,sg:018edcba92104d18b92f74481337d537,060371047011,2020-04,4,4.0
77,sg:018edcba92104d18b92f74481337d537,060371061131,2020-04,4,4.0
78,sg:018edcba92104d18b92f74481337d537,060371070201,2020-04,4,4.0
79,sg:018edcba92104d18b92f74481337d537,060379103022,2020-04,4,4.0
80,sg:018edcba92104d18b92f74481337d537,060371193401,2020-04,4,4.0
81,sg:018edcba92104d18b92f74481337d537,060375328002,2020-04,4,4.0
82,sg:018edcba92104d18b92f74481337d537,060371042031,2020-04,4,4.0
83,sg:018edcba92104d18b92f74481337d537,060371048102,2020-04,4,4.0
84,sg:018edcba92104d18b92f74481337d537,060371190024,2020-04,4,4.0
85,sg:018f0f2504a445e482a3dcc0da98a2c7,060372222001,2020-04,4,1.0
86,sg:018f0f2504a445e482a3dcc0da98a2c7,060372190202,2020-04,4,1.0
87,sg:01955095f3674034bc9024d98467b72e,060610208051,2020-04,4,0.0
88,sg:019ec342ee8243cdbfd8ae9889c8d32a,060371343061,2020-04,4,4.0
89,sg:019ec342ee8243cdbfd8ae9889c8d32a,060371438004,2020-04,4,4.0
90,sg:01b6adf77bf44a62920bd9550f008f3c,060730031013,2020-04,5,3.0
91,sg:01b6adf77bf44a62920bd9550f008f3c,060730207061,2020-04,4,3.0
92,sg:01b6adf77bf44a62920bd9550f008f3c,060650430033,2020-04,4,3.0
93,sg:01b6adf77bf44a62920bd9550f008f3c,060730200132,2020-04,4,3.0
94,sg:01b6adf77bf44a62920bd9550f008f3c,060650427153,2020-04,4,3.0
95,sg:01b78ef419b544f094893e37f6299e76,060014515052,2020-04,5,4.0
96,sg:01b78ef419b544f094893e37f6299e76,060014516012,2020-04,4,4.0
97,sg:01b78ef419b544f094893e37f6299e76,060014517031,2020-04,4,4.0
98,sg:01b78ef419b544f094893e37f6299e76,060014515031,2020-04,4,4.0
99,sg:01b78ef419b544f094893e37f6299e76,060133032052,2020-04,4,4.0
100,sg:01baffe96ff946df8f1c8eeb69f3fe5a,060990029022,2020-04,7,3.0
101,sg:01baffe96ff946df8f1c8eeb69f3fe5a,060014502003,2020-04,4,3.0
102,sg:01baffe96ff946df8f1c8eeb69f3fe5a,060990029023,2020-04,4,3.0
103,sg:01bd97e5e4d34ca5a3fa3521e515495a,060590756063,2020-04,4,3.0
104,sg:01bd97e5e4d34ca5a3fa3521e515495a,060591101171,2020-04,4,3.0
105,sg:01bd97e5e4d34ca5a3fa3521e515495a,060591100051,2020-04,4,3.0
106,sg:01bd97e5e4d34ca5a3fa3521e515495a,060591101063,2020-04,4,3.0
107,sg:01c69636790d4797a68818ee2fa13167,160050016021,2020-04,7,3.0
108,sg:01c69636790d4797a68818ee2fa13167,060379200152,2020-04,4,3.0
109,sg:01c69636790d4797a68818ee2fa13167,060376002022,2020-04,4,3.0
110,sg:01c909688a60433891d21e2306d04a94,060590015033,2020-04,4,0.0
111,sg:01e2db5efdd146ea8f09ae6b4112a0d0,060374080041,2020-04,4,3.0
112,sg:01e2db5efdd146ea8f09ae6b4112a0d0,060590885023,2020-04,4,3.0
113,sg:01e2db5efdd146ea8f09ae6b4112a0d0,060590018021,2020-04,4,3.0
114,sg:01e5a2172336482994e4a961b85e5d6a,060376021042,2020-04,4,4.0
115,sg:01e5a2172336482994e4a961b85e5d6a,060014095001,2020-04,4,4.0
116,sg:01e5a2172336482994e4a961b85e5d6a,060014082002,2020-04,4,4.0
117,sg:01f96eeea31e41658dd67eec2302ce3e,060855021021,2020-04,5,3.0
118,sg:01f96eeea31e41658dd67eec2302ce3e,060855043081,2020-04,4,3.0
119,sg:020793e99c7c4c90b4d330b75b06d3e9,060490001005,2020-04,4,2.0
120,sg:020a3631269e4ecd90a193326c5a5c0e,060374042011,2020-04,4,3.0
121,sg:020a3631269e4ecd90a193326c5a5c0e,060650404033,2020-04,4,3.0
122,sg:020a3631269e4ecd90a193326c5a5c0e,060374627001,2020-04,4,3.0
123,sg:020a3631269e4ecd90a193326c5a5c0e,060710020231,2020-04,4,3.0
124,sg:020c46e6e61c40bca8a0ac71b8c129a1,060373017022,2020-04,4,1.0
125,sg:020d84b63c3542979bda5d5038bda388,060014444002,2020-04,4,4.0
126,sg:020d84b63c3542979bda5d5038bda388,060014418001,2020-04,4,4.0
127,sg:020d84b63c3542979bda5d5038bda388,060770015002,2020-04,4,4.0
128,sg:020d84b63c3542979bda5d5038bda388,060133462042,2020-04,4,4.0
129,sg:021113947fcb4936b9adcd78952a568e,060371061141,2020-04,4,1.0
130,sg:021a21751575445d91f7d48817ed3e2b,060372378001,2020-04,4,1.0
131,sg:0222cfbcdefc4f2e971e3e3c8f31f07a,060750328011,2020-04,4,4.0
132,sg:0222cfbcdefc4f2e971e3e3c8f31f07a,060750304004,2020-04,4,4.0
133,sg:02387241b5dc40099e0911da87d1c4c0,060250110006,2020-04,4,2.0
134,sg:023cd0f03e304758879005a1be1d0f5e,060373109005,2020-04,4,3.0
135,sg:023cd0f03e304758879005a1be1d0f5e,060375539021,2020-04,4,3.0
136,sg:023cd0f03e304758879005a1be1d0f5e,060375535022,2020-04,4,3.0
137,sg:023e99fbc6464b6aa98c4aed9956d279,060590996021,2020-04,4,1.0
138,sg:0246910759914bdcbf40f95809a1fc22,060372015031,2020-04,4,0.0
139,sg:02540e1b152a426b99a13979ce31a153,060552008043,2020-04,5,1.0
140,sg:02540e1b152a426b99a13979ce31a153,060552008021,2020-04,4,1.0
141,sg:02578aa15477467c9695669b3580361d,060710031023,2020-04,4,1.0
142,sg:02578aa15477467c9695669b3580361d,060710010022,2020-04,4,1.0
143,sg:026ad1a0638f4ba49cc402e005f04ce6,060019832001,2020-04,7,4.0
144,sg:026ad1a0638f4ba49cc402e005f04ce6,060014063002,2020-04,6,4.0
145,sg:026ad1a0638f4ba49cc402e005f04ce6,060014060001,2020-04,4,4.0
146,sg:026ad1a0638f4ba49cc402e005f04ce6,060014425003,2020-04,4,4.0
147,sg:026ad1a0638f4ba49cc402e005f04ce6,060014062013,2020-04,4,4.0
148,sg:026ad1a0638f4ba49cc402e005f04ce6,060014502003,2020-04,4,4.0
149,sg:027748e5189b4a19a21e0616d5367662,060650489021,2020-04,4,1.0
150,sg:02b97b169fdf47c1bc4a50975d55e18c,060650457051,2020-04,4,1.0
151,sg:02b9efac8a0f4dc992fbd5f9a908a59e,060014403331,2020-04,4,2.0
152,sg:02c22618862e403aa930bc656b07cc46,061110029011,2020-04,6,4.0
153,sg:02c22618862e403aa930bc656b07cc46,061110061001,2020-04,5,4.0
154,sg:02c22618862e403aa930bc656b07cc46,061110058022,2020-04,5,4.0
155,sg:02c22618862e403aa930bc656b07cc46,060378003242,2020-04,4,4.0
156,sg:02c22618862e403aa930bc656b07cc46,061110049011,2020-04,4,4.0
157,sg:02c22618862e403aa930bc656b07cc46,061110059062,2020-04,4,4.0
158,sg:02c22618862e403aa930bc656b07cc46,061110062001,2020-04,4,4.0
159,sg:02c22618862e403aa930bc656b07cc46,061110058013,2020-04,4,4.0
160,sg:02c22618862e403aa930bc656b07cc46,061110059012,2020-04,4,4.0
161,sg:02c22618862e403aa930bc656b07cc46,061110059014,2020-04,4,4.0
162,sg:02c22618862e403aa930bc656b07cc46,061110076101,2020-04,4,4.0
163,sg:02c22618862e403aa930bc656b07cc46,061110058021,2020-04,4,4.0
164,sg:02c22618862e403aa930bc656b07cc46,061110059015,2020-04,4,4.0
165,sg:02c22618862e403aa930bc656b07cc46,060372752003,2020-04,4,4.0
166,sg:02c22618862e403aa930bc656b07cc46,061110054042,2020-04,4,4.0
167,sg:02c40c1cf5424da295608c54dba9ca7c,060290049012,2020-04,4,3.0
168,sg:02c40c1cf5424da295608c54dba9ca7c,060290050041,2020-04,4,3.0
169,sg:02c40c1cf5424da295608c54dba9ca7c,060290049013,2020-04,4,3.0
170,sg:02c40c1cf5424da295608c54dba9ca7c,060290046042,2020-04,4,3.0
171,sg:02c40c1cf5424da295608c54dba9ca7c,060290050031,2020-04,4,3.0
172,sg:02c40c1cf5424da295608c54dba9ca7c,060290048003,2020-04,4,3.0
173,sg:02c9f295300d47ea941afef9a874355d,060372932023,2020-04,4,5.0
174,sg:02c9f295300d47ea941afef9a874355d,060375545111,2020-04,4,5.0
175,sg:02c9f295300d47ea941afef9a874355d,060375407002,2020-04,4,5.0
176,sg:02d38b1839c94228a52468d4a0a58dd3,060379108051,2020-04,8,1.0
177,sg:02d56d0f9d18459c884d52e5bba3aeb3,060650449163,2020-04,5,3.0
178,sg:02d56d0f9d18459c884d52e5bba3aeb3,060650445151,2020-04,4,3.0
179,sg:02d56d0f9d18459c884d52e5bba3aeb3,060650447021,2020-04,4,3.0
180,sg:02fbf9fb0bad47758a765a7c00d31448,350430107222,2020-04,4,1.0
181,sg:02ff8c41840d431fafd4e1a8adde4efc,060710063013,2020-04,4,1.0
182,sg:02ff8c41840d431fafd4e1a8adde4efc,060710047003,2020-04,4,1.0
183,sg:0300c35e4d8548ef9f4464c77b2a05aa,060014022002,2020-04,7,4.0
184,sg:0300c35e4d8548ef9f4464c77b2a05aa,060014035012,2020-04,5,4.0
185,sg:0300c35e4d8548ef9f4464c77b2a05aa,060014284003,2020-04,4,4.0
186,sg:0300c35e4d8548ef9f4464c77b2a05aa,060014030001,2020-04,4,4.0
187,sg:0300c35e4d8548ef9f4464c77b2a05aa,060014054021,2020-04,4,4.0
188,sg:030217c0593f44d9908a011820129365,060971522031,2020-04,4,2.0
189,sg:030d1fe462754ffc94610de5416a10c6,060816042002,2020-04,4,5.0
190,sg:030d1fe462754ffc94610de5416a10c6,060816008002,2020-04,4,5.0
191,sg:030d1fe462754ffc94610de5416a10c6,060816098003,2020-04,4,5.0
192,sg:030d1fe462754ffc94610de5416a10c6,060816014001,2020-04,4,5.0
193,sg:032398f366754f028efc05528fd62ea8,060170309021,2020-04,4,3.0
194,sg:032398f366754f028efc05528fd62ea8,060670042012,2020-04,4,3.0
195,sg:0328effa93ab4977827fcdbe86612532,060730131042,2020-04,4,3.0
196,sg:0328effa93ab4977827fcdbe86612532,060730125011,2020-04,4,3.0
197,sg:032c3a3498f4446a83c82083ef45519b,060374824021,2020-04,6,4.0
198,sg:032c3a3498f4446a83c82083ef45519b,060374817121,2020-04,4,4.0
199,sg:0342b990b9af4333aa3ee440671c0bf9,060375031031,2020-04,5,3.0
200,sg:0342b990b9af4333aa3ee440671c0bf9,060375030003,2020-04,4,3.0
201,sg:0342b990b9af4333aa3ee440671c0bf9,060375013002,2020-04,4,3.0
202,sg:0342b990b9af4333aa3ee440671c0bf9,060375019001,2020-04,4,3.0
203,sg:035b9f5b0b7f4a9187f5d8de42f97c85,060371134211,2020-04,4,2.0
204,sg:03600f8d917147d19e95e6ea3abe14c6,060952516002,2020-04,5,5.0
205,sg:03600f8d917147d19e95e6ea3abe14c6,060952518043,2020-04,5,5.0
206,sg:03600f8d917147d19e95e6ea3abe14c6,060952512001,2020-04,5,5.0
207,sg:03600f8d917147d19e95e6ea3abe14c6,060952507011,2020-04,4,5.0
208,sg:03600f8d917147d19e95e6ea3abe14c6,060952506011,2020-04,4,5.0
209,sg:03600f8d917147d19e95e6ea3abe14c6,060952506041,2020-04,4,5.0
210,sg:03600f8d917147d19e95e6ea3abe14c6,060952506013,2020-04,4,5.0
211,sg:03600f8d917147d19e95e6ea3abe14c6,060952506012,2020-04,4,5.0
212,sg:03600f8d917147d19e95e6ea3abe14c6,060952514003,2020-04,4,5.0
213,sg:03600f8d917147d19e95e6ea3abe14c6,060952532052,2020-04,4,5.0
214,sg:03600f8d917147d19e95e6ea3abe14c6,060952505012,2020-04,4,5.0
215,sg:03600f8d917147d19e95e6ea3abe14c6,060952508011,2020-04,4,5.0
216,sg:0363c4d4d887419492f40f3bb01e2c26,060650433072,2020-04,5,4.0
217,sg:0363c4d4d887419492f40f3bb01e2c26,060650507001,2020-04,4,4.0
218,sg:0363c4d4d887419492f40f3bb01e2c26,060650433151,2020-04,4,4.0
219,sg:0363c4d4d887419492f40f3bb01e2c26,060650437021,2020-04,4,4.0
220,sg:0363c4d4d887419492f40f3bb01e2c26,060650435121,2020-04,4,4.0
221,sg:036b1a8906994b3f8ed63822634c99d4,061070024001,2020-04,4,2.0
222,sg:0370c1de515c49a29e1f4f6fe1a0846e,060650435131,2020-04,4,3.0
223,sg:0370c1de515c49a29e1f4f6fe1a0846e,060650434051,2020-04,4,3.0
224,sg:0370c1de515c49a29e1f4f6fe1a0846e,060650435091,2020-04,4,3.0
225,sg:037115a1a2d542dca2473fcc814a1307,060952524021,2020-04,4,4.0
226,sg:037115a1a2d542dca2473fcc814a1307,060952522014,2020-04,4,4.0
227,sg:0376fffae7924e44bace37437ce0b13a,060371132131,2020-04,4,3.0
228,sg:0391a79b57f741098c5315ab669e187c,060710073021,2020-04,4,3.0
229,sg:03a27912481b43f280e7e3c01da72003,060190045032,2020-04,12,4.0
230,sg:03a27912481b43f280e7e3c01da72003,060770053083,2020-04,4,4.0
231,sg:03a27912481b43f280e7e3c01da72003,060190045062,2020-04,4,4.0
232,sg:03a27912481b43f280e7e3c01da72003,060710099041,2020-04,4,4.0
233,sg:03a27912481b43f280e7e3c01da72003,060190049012,2020-04,4,4.0
234,sg:03a27912481b43f280e7e3c01da72003,060190050003,2020-04,4,4.0
235,sg:03bbc00fe0514e0c8609aae1e73c276e,061110059081,2020-04,4,4.0
236,sg:03bbc00fe0514e0c8609aae1e73c276e,060371095003,2020-04,4,4.0
237,sg:03bbc00fe0514e0c8609aae1e73c276e,060378003251,2020-04,4,4.0
238,sg:03bbc00fe0514e0c8609aae1e73c276e,060371370002,2020-04,4,4.0
239,sg:03beb5ef1122445b9f5465f5310f4f38,060971530066,2020-04,4,0.0
240,sg:03c15cb23cfc472a89214b2d6aa8fc8b,060590889052,2020-04,7,3.0
241,sg:03c15cb23cfc472a89214b2d6aa8fc8b,060590992022,2020-04,4,3.0
242,sg:03c15cb23cfc472a89214b2d6aa8fc8b,060590997011,2020-04,4,3.0
243,sg:03c15cb23cfc472a89214b2d6aa8fc8b,060590865011,2020-04,4,3.0
244,sg:03c15cb23cfc472a89214b2d6aa8fc8b,060590996022,2020-04,4,3.0
245,sg:03c15cb23cfc472a89214b2d6aa8fc8b,060590885012,2020-04,4,3.0
246,sg:03c5ec9d2fed4f24900c5f25a6e09703,060470026001,2020-04,4,4.0
247,sg:03c5ec9d2fed4f24900c5f25a6e09703,060470010021,2020-04,4,4.0
248,sg:03c90f85726241bf920cdefe3c6bc4f1,060290028111,2020-04,7,4.0
249,sg:03c90f85726241bf920cdefe3c6bc4f1,060290028211,2020-04,6,4.0
250,sg:03c90f85726241bf920cdefe3c6bc4f1,060290038071,2020-04,6,4.0
251,sg:03c90f85726241bf920cdefe3c6bc4f1,060290038092,2020-04,4,4.0
252,sg:03c90f85726241bf920cdefe3c6bc4f1,060290028072,2020-04,4,4.0
253,sg:03c90f85726241bf920cdefe3c6bc4f1,060290013001,2020-04,4,4.0
254,sg:03c90f85726241bf920cdefe3c6bc4f1,060290028213,2020-04,4,4.0
255,sg:03ce1ad6e63a4618b9013de7618756f2,060730202101,2020-04,4,3.0
256,sg:03ce1ad6e63a4618b9013de7618756f2,060730201031,2020-04,4,3.0
257,sg:03cfb0db82f640489577153acd4120f3,060133610002,2020-04,4,3.0
258,sg:03cfb0db82f640489577153acd4120f3,060552011012,2020-04,4,3.0
259,sg:03cfb0db82f640489577153acd4120f3,060133570002,2020-04,4,3.0
260,sg:03d33aec8f4a4133a44e3968e64cb31f,060190054091,2020-04,4,5.0
261,sg:03d33aec8f4a4133a44e3968e64cb31f,060190055223,2020-04,4,5.0
262,sg:03d3f57f919e4d4681dfa332eed3e786,060816001002,2020-04,4,4.0
263,sg:03d3f57f919e4d4681dfa332eed3e786,060816084003,2020-04,4,4.0
264,sg:03d3f57f919e4d4681dfa332eed3e786,060816005003,2020-04,4,4.0
265,sg:03d3f57f919e4d4681dfa332eed3e786,060816054005,2020-04,4,4.0
266,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060014058002,2020-04,6,4.0
267,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730034042,2020-04,6,4.0
268,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730033012,2020-04,4,4.0
269,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730032081,2020-04,4,4.0
270,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730022022,2020-04,4,4.0
271,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730042002,2020-04,4,4.0
272,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,060730144002,2020-04,4,4.0
273,sg:03d5eeecf7bc4e7695dfcfda8b8c9ef0,320030005172,2020-04,4,4.0
274,sg:03e01e84d5804726b62e61488c58d7ee,060470003045,2020-04,11,4.0
275,sg:03e01e84d5804726b62e61488c58d7ee,060990038024,2020-04,7,4.0
276,sg:03e01e84d5804726b62e61488c58d7ee,060014415212,2020-04,4,4.0
277,sg:03e01e84d5804726b62e61488c58d7ee,060990039072,2020-04,4,4.0
278,sg:03e01e84d5804726b62e61488c58d7ee,060990038022,2020-04,4,4.0
279,sg:03e01e84d5804726b62e61488c58d7ee,060470006034,2020-04,4,4.0
280,sg:03e01e84d5804726b62e61488c58d7ee,060470002011,2020-04,4,4.0
281,sg:03e01e84d5804726b62e61488c58d7ee,060990038043,2020-04,4,4.0
282,sg:03e05ddaddc54a65bdb8437f9a4238c9,060710036032,2020-04,4,3.0
283,sg:03e05ddaddc54a65bdb8437f9a4238c9,060710017034,2020-04,4,3.0
284,sg:03e05ddaddc54a65bdb8437f9a4238c9,060710034053,2020-04,4,3.0
285,sg:03e05ddaddc54a65bdb8437f9a4238c9,060650405021,2020-04,4,3.0
286,sg:03e9db30d0514b628fae1b21ba5bec85,060190010002,2020-04,6,3.0
287,sg:03e9db30d0514b628fae1b21ba5bec85,060310005003,2020-04,5,3.0
288,sg:03e9db30d0514b628fae1b21ba5bec85,060310010031,2020-04,4,3.0
289,sg:03e9db30d0514b628fae1b21ba5bec85,060310006012,2020-04,4,3.0
290,sg:03e9f7af059541ca83197264e757d05b,060310017011,2020-04,6,4.0
291,sg:03e9f7af059541ca83197264e757d05b,060310017014,2020-04,4,4.0
292,sg:03ebd511b5f34c238cf8f5df63cb5da3,060014062013,2020-04,5,3.0
293,sg:03ebd511b5f34c238cf8f5df63cb5da3,060014062014,2020-04,4,3.0
294,sg:03ebd511b5f34c238cf8f5df63cb5da3,060750254032,2020-04,4,3.0
295,sg:03ec24b7f2224dc2a05f8f7da4cc7522,060552010052,2020-04,4,1.0
296,sg:03f98917ff8f4f4b832e6df164cbde39,060530148003,2020-04,4,3.0
297,sg:03f98917ff8f4f4b832e6df164cbde39,060530139002,2020-04,4,3.0
298,sg:03f98917ff8f4f4b832e6df164cbde39,060530136002,2020-04,4,3.0
299,sg:03fb363ad3834927a32a9c1992684cfc,060170308032,2020-04,7,2.0
300,sg:03fb363ad3834927a32a9c1992684cfc,060170315041,2020-04,4,2.0
301,sg:040f2ab94e32441ca64925819bb3e125,060170306023,2020-04,4,1.0
302,sg:040f2ab94e32441ca64925819bb3e125,060170307041,2020-04,4,1.0
303,sg:040f2ab94e32441ca64925819bb3e125,060050003041,2020-04,4,1.0
304,sg:040f2ab94e32441ca64925819bb3e125,060170306031,2020-04,4,1.0
305,sg:040f2ab94e32441ca64925819bb3e125,060170306032,2020-04,4,1.0
306,sg:040f2ab94e32441ca64925819bb3e125,060670093081,2020-04,4,1.0
307,sg:04276403729449d0bbc5b15a8f9b8781,060670043002,2020-04,4,0.0
308,sg:0435bac93e1f4f67b13d636a05b70fba,060590881041,2020-04,4,4.0
309,sg:0435bac93e1f4f67b13d636a05b70fba,060590878012,2020-04,4,4.0
310,sg:0435bac93e1f4f67b13d636a05b70fba,060590881072,2020-04,4,4.0
311,sg:0435bac93e1f4f67b13d636a05b70fba,060590881051,2020-04,4,4.0
312,sg:043da4501d754e3ea441111bbae1da6d,060373017022,2020-04,12,5.0
313,sg:043da4501d754e3ea441111bbae1da6d,060373005021,2020-04,5,5.0
